1096896656,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22749/1 45l,HMA 22749/2 | 45l,Book,None,2014-06-05,3000 - Prêt 28 j.,Der Urin im medizinischen Denken,"Koelbing, Huldrych M",JR Geigy,Basel :,cop. 1967,,459
1096896655,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22749/1 45l,HMA 22749/3 | 45l,Book,None,2014-06-05,3000 - Prêt 28 j.,Der Urin im medizinischen Denken,"Koelbing, Huldrych M",JR Geigy,Basel :,cop. 1967,,459
1096896654,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22749/1 45l,HMA 22749/4 | 45l,Book,None,2014-06-05,3000 - Prêt 28 j.,Der Urin im medizinischen Denken,"Koelbing, Huldrych M",JR Geigy,Basel :,cop. 1967,,459
1096896653,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22749/1 45l,HMA 22749/5 | 45l,Book,None,2014-06-05,3000 - Prêt 28 j.,Der Urin im medizinischen Denken,"Koelbing, Huldrych M",JR Geigy,Basel :,cop. 1967,,459
1096896744,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22749/1 45l,HMA 22749/6 | 45l,Book,None,2014-06-06,3000 - Prêt 28 j.,Der Urin im medizinischen Denken,"Koelbing, Huldrych M",JR Geigy,Basel :,cop. 1967,,459
1096896745,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22749/1 45l,HMA 22749/7 | 45l,Book,None,2014-06-06,3000 - Prêt 28 j.,Der Urin im medizinischen Denken,"Koelbing, Huldrych M",JR Geigy,Basel :,cop. 1967,,459
1093141755,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2304 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis des maladies des voies urinaires,"Pousson, A",O Doin,Paris :,1909,,459
1093144661,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2349 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Chirurgie de l'appareil urinaire et de l'appareil génital de l'homme,"Duval, Pierre, 1874-1941",Masson,Paris :,1929,,459
1096898879,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2395 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Réflexions sur la chirurgie urologique moderne,"Perrin, Théodore",Impr Corbaz,Lausanne :,1906,,459
1093148172,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2460 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Endoscopie de l'urètre et de la vessie,"Luys, Georges",Masson,Paris :,1905,,459
1097426176,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 25302 45l,,Book,In Process,2016-02-29,3000 - Prêt 28 j.,"The art of waiting : on fertility, medicine, and motherhood","Boggs, Belle",Graywolf Press,Minneapolis :,2016,9781555977498; 1555977499,459
1092220988,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2538 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Thérapeutique urinaire : reins, vessie, uretère, urètre, organes génitaux de l'homme","Achard, Charles",J-B Baillière,Paris :,1910,,459
1092303762,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2547 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,L'infection gonococcique et ses complications,"Cathelin, Fernand, médecin",Libr du Monde Médical,Paris :,[1926],,459
1093154234,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2570 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les maladies des voies urinaires,,Libr du Monde Médical,Paris :,[ca. 1910],,459
1093159801,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2661 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,La résection endoscopique de la prostate,"Papin, Ed",Gauthier-Villars,Paris :,1934,,459
1093159923,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2664 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,The parathyroid glands and skeleton in renal disease,"Gilmour, J.R",Oxford Univ Press,London ;,1947,,459
1093180857,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2961 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,La gynécologie,"Deniker, Michel",N Maloine,Paris :,1928,,459
1093190390,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3086 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,The kidney : structure and function in health and disease,"Smith, Homer William",Oxford University Press,New York :,1951,,459
1092636368,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3225 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Des relations étroites qui existent entre le testicule et la prostate et de leur application dans l'hypertrophie de la prostate,"Niehans, Paul",Masson,Paris :,1936,,459
1093350541,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 5029 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Chirurgie plastique cutanée : pratique courante,"Francillon, J",G Doin,Paris :,1953,,459
1094006248,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 7729 45l,,Book,None,1999-08-24,3000 - Prêt 28 j.,Les auto-vaccins dans les urétrites chroniques,"Pharaony, Antoine",Impr Patissier,Trévoux :,1925,,459
1094006293,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 7761 45l,,Book,None,1999-08-31,3000 - Prêt 28 j.,Le diagnostic des anomalies de l'appareil urinaire chez l'enfant : valeur séméiologique et indications des diverses méthodes d'examen urologique,"Nusslé, Daniel",Impr Hallwag); sn,[S.l.] :,1963,,459
1099015778,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9265 45l,,Book,None,2001-02-20,3000 - Prêt 28 j.,A propos de l'ectopie du testicule,"Cordey, Serge",Impr La Concorde,Lausanne :,1922,,459
1094670737,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9309 45l,,Book,None,2001-03-06,3000 - Prêt 28 j.,"Circoncision masculine, circoncision féminine : débat religieux, médical, social et juridique","Aldeeb Abu-Sahlieh, Sami Awad, 1949-",L'Harmattan,Paris ;,2001,274750445X; 9782747504454,459
1099018969,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9867 45l,,Book,None,2001-07-25,3000 - Prêt 28 j.,Etudes expérimentales sur la perméabilité rénale,"Schlaefli, Madeleine",Impr W Henry,Neuveville :,[1925],,459
1099018982,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9874 45l,,Book,None,2001-07-25,3000 - Prêt 28 j.,Contribution expérimentale à l'étude de la perméabilité rénale : recherches avec l'atropine,"Glasson, Henri",Impr G Jaccard,Lausanne :,1927,,459
1099019021,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9889 45l,,Book,None,2001-07-26,3000 - Prêt 28 j.,Contribution à l'étude des vésicules séminales de l'homme,"Moulin, Albert",Impr A Voumard,Fontaines :,1923,,459
1099019029,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9893 45l,,Book,None,2001-07-26,3000 - Prêt 28 j.,Du traitement de la cystite infectieuse des prostatiques,"Bogdanowitch, Alexandrine",Impr A Jaunin,Lausanne :,1901,,459
1094082383,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1389 45l,,Book,None,1998-07-23,3000 - Prêt 28 j.,Nouvelle opération contre l'incontinence d'urine chez la femme : causes et traitement opératoire de cette affection,"Rapin, Oscar J",Payot,Lausanne :,1917,,459
1094005906,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1587 45l,,Book,None,1999-07-01,3000 - Prêt 28 j.,Le cathétérisme urétéral : technique moderne et applications thérapeutiques,"Gorodishch, Samuil Mironovich",C Desoer,Liège :,1913,,459
1094707199,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2404 45l,,Book,None,2004-05-05,3000 - Prêt 28 j.,De urinis tractatus duo,"Réga, Henri Joseph",Koninklijke vlaamse Academie voor Geneeskunde van Belgie,Leuven :,[1954],,459
1094706356,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2428 45l,,Book,None,2004-07-19,3000 - Prêt 28 j.,Nierenchirurgie : ein Handbuch für Praktiker,"Garrè, Carl",S Karger,Berlin :,1907,,459
1094705175,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2456 45l,,Book,None,2004-09-01,3000 - Prêt 28 j.,"A collection of urogenital drawings : anatomy, anomalies, gross pathology : 1915 - 1952","Didusch, William P",American Cystoscope Makers,New York :,cop. 1952,,459
1094724171,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2572 45l,,Book,None,2005-10-12,3000 - Prêt 28 j.,Classical articles in urology,,C C Thomas,Springfield :,26 cm,,459
1094721636,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2671 45l,,Book,None,2006-04-05,3000 - Prêt 28 j.,Die Babylonisch-Assyrische Medizin in Texten und Untersuchungen,,W de Gruyter,Berlin ;,1963-,9781614515326; 1614515328; 3110179644; 9783110179644; 3110075717; 9783110075717,459
1093136904,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 509 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Chirurgia dell'uretere : studio sperimentale e clinico : anatomia chirurgica, corso di operazioni, cateterismo ureterale nella donna e nell'uomo","Boari, Achille",Soc ed Dante Alighieri,Roma :,1900,,459
1093149774,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 608/1 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Cystoscopie d'exploration,"Marion, Georges",Masson,Paris :,1914,,459
1093149782,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 608/2 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Cathétérisme urétral : interventions cystoscopiques, cystophotographie","Marion, Georges",Masson,Paris :,1914,,459
1093166379,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 702 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lehrbuch der urologischen Diagnostik,"Casper, Leopold",G Thieme,Leipzig :,1930,,459
1093190333,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 773 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lehrbuch der Urologie : und der chirurgischen Krankheiten der männlichen Geschlechstorgane,"Wildbolz, Hans",J Springrer,Berlin :,1924,,459
1093190558,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 777 45l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Pratica urologica : conclusioni dedotte dallo studio di oltre 14.000 osservazioni : rendiconto clinico-statistico-operativo del quinquennio 1923-1927,,Poligrafica degli Operai,Milano :,1929,,459
1096156633,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 906 45l,,Book,None,1997-04-26,3000 - Prêt 28 j.,Les hermaphrodites et la chirurgie,"Ombrédanne, Louis",Masson,Paris :,1939,,459
1096622456,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Gaillard R.C.,GAI 42 45l,,Book,None,2012-06-13,3000 - Prêt 28 j.,Perspectives in andrology,,Raven Press,New York :,1989,088167561X; 9780881675610,459
1096620184,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Schneider P.B.,PBS 582 45l,,Book,None,2011-11-16,3000 - Prêt 28 j.,Enurésie,,Theraplix,Paris :,[1982],,459
1094082717,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1076 45l,,Book,None,1998-11-09,1000 - Consult. surv. 28 j.,Abhandlung über die Steinoperation nach einer neuen Methode vom Baron Dupuytren,"Dupuytren, Guillaume",Hochhausen und Fournes,Leipzig :,1837,,459
1094082724,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1083 45l,,Book,None,1998-11-09,1000 - Consult. surv. 28 j.,Commentarium de urethrae corporis glandisque structura; Accedunt De vasorum splenicorum in animalibus constitutione nec non de utero gravido epitomae Alexandri Moreschii,"Moreschi, Alessandro, 1771-1826",J Pirotta,Mediolani :,1817,,459
1094083407,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1133 45l,,Book,None,1999-05-04,1000 - Consult. surv. 28 j.,"Praktische Bemerkungen über die Krankheiten der Harnwerkzeuge : vorzüglich über die der Blase, Borsteherdrüse und Harnröhre","Howship, John",Hartleben,Leipzig :,1819,,459
1094083530,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1141 45l,,Book,None,1999-05-31,1000 - Consult. surv. 28 j.,Die nervösen Erkrankungen der Blase,"Frankl-Hochwart, Lothar von",,"Wien : A. Hölder,",1898,,459
1094083541,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1145 45l,,Book,None,1999-06-07,1000 - Consult. surv. 28 j.,Zur Entwicklungsgeschichte des menschlichen Urogenitalapparates,"Keibel, Franz",sn,[S.l.] :,1896,,459
1094083548,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1146 45l,,Book,None,1999-06-08,1000 - Consult. surv. 28 j.,Mémoire sur les rétrécissements organiques du canal de l'urètre : et sur l'emploi de nouveaux instruments de scarification pour obtenir la cure radicale de cette maladie : suivi d'un appendice sur le traitement des rétrécissements par la mallaxation,Martial-Dupierris,Germer-Baillière,Paris :,1840,,459
1094006056,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1180/1 45l,,Book,None,1999-08-02,1000 - Consult. surv. 28 j.,Traité des maladies des voies urinaires,"Voillemier, Léon-Clément",V Masson,Paris :,1868-1881,,459
1094006281,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1191/1 45l,,Book,None,1999-08-27,1000 - Consult. surv. 28 j.,Traité des opérations des voies urinaires,"Reliquet, Emile",A Delahaye,Paris :,1869,,459
1092598806,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 123 45l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Recherches sur le traitement des maladies des organes urinaires, considérées spécialement chez les hommes âgés, et sur celui des rétrécissements de l'urètre, suivies d'un Essai sur la gravelle et la pierre, principalement sur la lithotritie, l'extraction des fragments, et sur celle des autres corps étrangers","Mercier, Louis-Auguste",Labé,Paris :,1856,,459
1093210391,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 124 45l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Etudes sur la pathologie du rein,"Cornil, André Victor",F Alcan,Paris :,1884,,459
1093210435,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 125 45l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Lectures on the diseases of the urinary organs,"Brodie, Benjamin-Collins",Brown etc; Longman,London :,1849,,459
1099004601,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1250 45l,,Book,None,1999-10-21,1000 - Consult. surv. 28 j.,Memoria sopra il metodo di estrarre la pietra dalla vescica orinaria per la via dell'intestino retto,"Vaccà-Berlinghieri, Andrea",S Nistri,Pisa :,1821,,459
1099004605,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1253 45l,,Book,None,1999-10-21,1000 - Consult. surv. 28 j.,"De la cautérisation d'avant en arrière, de l'électricité et du cautère électrique dans le traitement des rétrécissemens [sic] de l'urètre","Leroy, Jean-Jacques-Joseph",J-B Baillière etc,Paris :,1852,,459
1099007408,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1262 45l,,Book,None,2000-04-04,1000 - Consult. surv. 28 j.,Observationes de urina institutae,"Fleischer, Wilhelm",C Krüger,Bonnae :,1855,,459
1099018635,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1278 45l,,Book,None,2001-07-10,1000 - Consult. surv. 28 j.,Réflexions et observations sur un point de l'histoire du cathétérisme,"Béniqué, Pierre-Jules",Impr P Dupont,Paris :,1846,,459
1099018991,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1288/1 45l,,Book,None,2001-07-25,1000 - Consult. surv. 28 j.,Untersuchungen über Bau und Entwickelung der Niere,,G Fischer,Jena :,1909-1927,,459
1099019528,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1298 45l,,Book,None,2001-08-15,1000 - Consult. surv. 28 j.,De prostatae degeneratione amyloidea et concretionibus,"Paulizky, Augustus",BL Bendix,Berolini :,1857,,459
VD2025808,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1344 45l,,Book,None,2005-10-25,1000 - Consult. surv. 28 j.,De nativo vesicae urinariae inversae prolapsu,"Roose, Theodor Georg August, 1771-1803",C Dieterich,Gottingae :,1793,,459
VD2025869,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1353 45l,,Book,None,2005-10-25,1000 - Consult. surv. 28 j.,Des rétrécissements de l'urèthre : appréciation des différentes méthodes thérapeutiques,"Icard, Honoré-Joseph",Rignoux,Paris :,1858,,459
VD2028159,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1369 45l,,Book,None,2005-11-02,1000 - Consult. surv. 28 j.,Über Blasenektopie,"Enderlen, Eugen",JF Bergmann,Wiesbaden :,1904,,459
VD2095332,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1398 45l,,Book,None,2006-07-24,1000 - Consult. surv. 28 j.,Zur inneren Urethrotomie : Beiträge zur Geschichte dieser Operation und der zu ihr erfundenen Instrumente sowie zur Ehrenrettung Stafford's,"Stilling, Benedict",G Reimer,Berlin :,1866,,459
VD2095377,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1399 45l,,Book,None,2006-07-25,1000 - Consult. surv. 28 j.,De urethrotomia,"Becker, Petrus Henricus",L Anschel,Bonnae :,1850,,459
VD2095382,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1400 45l,,Book,None,2006-07-25,1000 - Consult. surv. 28 j.,Recherches sur l'altération sénile de la prostate : et sur les valvules du col de la vessie,"Dodeuil, C.M. Timoléon",A Delahaye,Paris :,1866,,459
VD2095394,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1404 45l,,Book,None,2006-07-25,1000 - Consult. surv. 28 j.,De urethrotomia,"Schaberg, Henricus",Typis Carthausianis,Bonnae :,1857,,459
VD2095952,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1408 45l,,Book,None,2006-07-27,1000 - Consult. surv. 28 j.,On the extraction of calculi from the urinary bladder : containing some account of certain methods that have been recently proposed,"Thomson, William",P Neill,Edinburgh :,1825,,459
VD2095968,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1410 45l,,Book,None,2006-07-27,1000 - Consult. surv. 28 j.,De urethrae virilis strictura organica,"Raehlmann, Andreas",Typis Caroli Georgii,Bonnae :,1840,,459
VD2095971,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1411 45l,,Book,None,2006-07-27,1000 - Consult. surv. 28 j.,De excretionis urinae impedimentis a vitiis membri virilis,"Brockhausen, Karl Friedrich",P Lorenz & Schuler,Argentorati :,1781,,459
VD2096014,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1417 45l,,Book,None,2006-07-27,1000 - Consult. surv. 28 j.,Lettres sur la lithotritie : ou l'art de broyer la pierre.,"Civiale, Jean",J-B Baillière,Paris :,1833,,459
VD2101531,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1431 45l,,Book,None,2006-08-23,1000 - Consult. surv. 28 j.,The pathology and treatment of stricture of the urethra and urinary fistulae,"Thompson, Henry",J Churchill,London :,1858,,459
VD2418703,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1453 45l,,Book,None,2008-06-19,1000 - Consult. surv. 28 j.,Die Erkrankungen der Nieren,"Senator, Hermann",A Hölder,Wien :,1896,,459
1096133357,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1473 45l,,Book,None,2009-02-04,1000 - Consult. surv. 28 j.,De lithotomia,"Schroeder, Wilhelm, 1823-",Carthaus,Bonnae :,1853,,459
1096160906,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1528 45l,,Book,None,2011-08-23,1000 - Consult. surv. 28 j.,Beiträge zur Kenntniss der normalen und pathologischen Anatomie der Glandula carotica und der Nebennieren,"Marchand, Felix, 1846-1928",Hirschwald,Berlin :,[ca. 1891],,459
RERO-16749426,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1578 45l,,Book,None,2015-06-22,1000 - Consult. surv. 28 j.,Recherches tératologiques sur l'appareil séminal de l'homme,"Godard, Ernest",V Masson,Paris :,1860,,459
1092253266,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1686/1 45l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Handbuch der Krankheiten des Harnapparates,"Bartels, Carl Heinrich Christian",FCW Vogel,Leipzig :,1875,,459
RERO-17579138,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1686/2 45l,,Book,None,2016-05-31,1000 - Consult. surv. 28 j.,Handbuch der Krankheiten des Harnapparates,,FCW Vogel,Leipzig :,1877-1878,,459
RERO-17579441,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1687/1 45l,,Book,None,2016-05-31,1000 - Consult. surv. 28 j.,Handbuch der Krankenheiten des Harnapparates.,"Wagner, Ernst Leberecht",FCW Vogel,Leipzig :,1882,,459
1093215388,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 176 45l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Traité des maladies des voies urinaires,"Chopart, François",A Delahays,Paris :,1855,,459
1092350663,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 199/1 45l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Traité historique et dogmatique de l'opeŕation de la taille,"Deschamps, Joseph-François-Louis",l'Auteur,Paris :,1796,,459
1092350664,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 199/1 45l,STI 199/2 | 45l,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Traité historique et dogmatique de l'opeŕation de la taille,"Deschamps, Joseph-François-Louis",l'Auteur,Paris :,1796,,459
