1096899149,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24130 30c,,Book,None,2015-08-20,1000 - Consult. surv. 28 j.,De la torsion intra-abdominale pure du grand épiploon,"Colas, Jean-André, 1908-",L Arnette,Paris :,1935,,3003
1093150027,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2514/1 30c,,Book,None,1997-03-03,3000 - Prêt 28 j.,Pathologie gastro-intestinale,"Mathieu, Albert",G Doin,Paris :,1923-1925,,3003
1093150028,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2514/1 30c,HMA 2514/2 | 30c,Book,None,1997-03-03,3000 - Prêt 28 j.,Pathologie gastro-intestinale,"Mathieu, Albert",G Doin,Paris :,1923-1925,,3003
1092825878,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2869 30c,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les régimes dans les affections gastro-duodénales,"Delalande, Jean, Médecin",Laboratoires du Dr Zizine,Paris :,[ca 1940],,3003
1092666705,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3960 30c,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les suites de la gastro-entérostomie aux points de vue mécanique et chimique,"Perrin, Benjamin",Impr H Messeiller,Payerne :,1909,,3003
1094667594,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8539 30c,,Book,None,2000-08-10,3000 - Prêt 28 j.,La cuisine des régimes des maladies de l'estomac et de l'intestin : 888 recettes,"Cornaz, Otto",T Sack; A Jullien,Genève :,[1917?],,3003
1094669757,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9068 30c,,Book,None,2000-12-12,3000 - Prêt 28 j.,Recueil des travaux publiés jusqu'à présent,"Rydygier, Ludwik",Impr Pillier-Neumann; Ed de l'auteur,Leopol :,1912,,3003
1094670864,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9606 30c,,Book,None,2001-05-16,3000 - Prêt 28 j.,An experimental inquiry into the principles of nutrition and the digestive process,"Young, John Richardson",University of Illinois Press,Urbana [etc.] :,1959,,3003
1099018930,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9851 30c,,Book,None,2001-07-24,3000 - Prêt 28 j.,De la dysentrie amibienne et traitement d'un cas par les lavements de néosalvarsan,"Calame, Paul, médecin",,3003
1099018932,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9853 30c,,Book,None,2001-07-24,3000 - Prêt 28 j.,De la rectoscope pour le diagnostic de l'entérite dsysentérique (amibienne),"Calame, Paul, médecin",Payot,Lausanne :,1917,,3003
1096160817,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3452 30c,,Book,None,2011-08-08,3000 - Prêt 28 j.,The hepatobiliary system : fundamental and pathological mechanisms,,Plenum Press,New York :,1976,0306356074; 9780306356070,3003
1096620292,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3507 30c,,Book,None,2011-10-27,3000 - Prêt 28 j.,Diagnostik und Therapie der Erkrankungen des Magen-Darm-Kanals in der Medizinischen Universitätsklinik Erlangen : zum 65. Geburtstag von Prof. Dr. N. Henning am 12. Juli 1961,,Karger,Basel :,1962,,3003
1093149720,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 614 30c,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Gastroskopie : Lehrbuch und Atlas,"Gutzeit, Kurt",Urban & Schwarzenberg,Berlin ;,1937,,3003
1096111467,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 791 30c,,Book,None,1997-03-03,3000 - Prêt 28 j.,La gastro-entérostomie au point de vue médical et chirurgical,"Bourget, Louis",Masson,Paris :,1902,,3003
RERO-16253600,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 227 30c,,Book,None,2014-12-11,2000 - Exclu du prêt à domicile,Die Bewegungs- und Hemmungsnerven des Rectums,"Fellner, L",,3003
1096897579,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 228 30c,,Book,None,2014-12-11,3000 - Prêt 28 j.,Das Verhalten der arteriellen Gefässe in den verschiedenen Wandschichten des Rectum beim Menschen,"Faller, Adolf, 1913-1989",Karger,Basel :,1957,,3003
1096897577,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 233 30c,,Book,None,2014-12-11,1000 - Consult. surv. 28 j.,La viscéralgine en pratique gastro-entérologique,"Wissmer, Bernard",,3003
1096899050,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 518 30c,,Book,None,2015-06-10,3000 - Prêt 28 j.,Les bases du diagnostic neurologique,"Ott, Théodore",,"[Lausanne],",1953,,3003
1096899048,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 520 30c,,Book,None,2015-06-11,3000 - Prêt 28 j.,Morphology of the liver,"Elias, Hans",Academic Press,New York :,1969,,3003
1096898937,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 591 30c,,Book,None,2015-06-25,3000 - Prêt 28 j.,The topographical anatomy of the abdominal viscera in man : especially the gastro-intestinal canal in four parts,"Addison, Christopher",Neill & Company,Edinburgh :,1901,,3003
1099019873,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds IBCM (consultation sur place),HMB 2096 30c,,Book,None,2001-08-29,1000 - Consult. surv. 28 j.,Anatomische Untersuchungen am menschlichen Rectum und eine neue Methode der Mastdarminspection = Anatomical researches in the human rectum and a new method of rectal inspection,"Otis, Walter J",Veit,Leipzig :,1887,,3003
1094083048,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1117 30c,,Book,None,1999-02-18,2000 - Exclu du prêt à domicile,"Ulcera gástrica y duodenal : estudio clinico y radiologico, especialmente de las alteraciones patologicas de la mucosa gastroduodenal : terapeutica","Oviedo Bustos, Jose Maria",El Ateneo,Buenos Aires :,1938,,3003
RERO-16710074,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1563 30c,,Book,None,2015-06-10,1000 - Consult. surv. 28 j.,Sekretionsstudien am Pankreas,"Becker, Volker",G Thieme,Stuttgart :,1957,,3003
RERO-17233763,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1614 30c,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Ueber Form und Lage des Magens unter normalen und abnormen Bedingungen : mit zahlreichen photographischen Aufanhmen an Leichen,"Simmonds, Morris",G Fischer,Jena :,1907,,3003
1093242066,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 479 30c,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Commentatio physiologica de functione lienis,"Stinstra, Goëthius",JB Wolters,Groningae :,1854,,3003
1093061790,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 624 30c,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Tractatus de ventriculo et intestinis,"Glisson, Francis, 1597-1677",apud Jacobum Juniorem,Amstelodami :,1677,,3003
1093307076,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 891 30c,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Nachträge zu den Betrachtungen und Erfahrungen über die Entzündung und Vergrösserung der Milz,"Heusinger, Carl Friedrich",JF Bärecke,Eisenach :,1823,,3003
1093306968,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 893 30c,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Ueber den Bau und die Verrichtung der Milz : ein anatomisch-physiologischer Versuch,"Heusinger, Carl Friedrich",Fondeur,Thionville :,1817,,3003
1093307110,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 895 30c,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Anatomisch-Chirurgische Abhandlung über den Ursprung der Leistenbrüche,"Hesselbach, Franz Caspar",Baumgartner,Würzburg :,1806,,3003
1096111027,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 15574 30c,,Book,None,2007-03-14,1000 - Consult. surv. 28 j.,Etude sur le développement du cancer pancréatique,"Olivier, Eugène",G Fischer,Jena :,1894,,3003
1093112239,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1666/1 30c,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Leçons sur la physiologie de la digestion : faites au Muséum d'histoire naturelle de Florence,"Schiff, Moritz, 1823-1896",G Baillière etc; H Loeschler,Florence ;,1867,,3003
1093112240,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1666/1 30c,HMA 1666/2 | 30c,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Leçons sur la physiologie de la digestion : faites au Muséum d'histoire naturelle de Florence,"Schiff, Moritz, 1823-1896",G Baillière etc; H Loeschler,Florence ;,1867,,3003
1092841290,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 3273 30c,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,La digestion stomacale : de la digestion des animaux à estomac membraneux,"Spallanzani, Lazzaro, 1729-1799",G Masson,Paris :,1893,,3003
1093332740,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 4474 30c,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Les resultats éloignés de la gastro-entérostomie postérieure simple dans les ulcères de l'estomac et du duodénum,"Métraux, André",Payot,Lausanne ;,1920,,3003
1094082298,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 6622 30c,,Book,None,1998-07-16,1000 - Consult. surv. 28 j.,Lezioni sulla digestione fatte all'istituto superiore di Firenze,"Herzen, Alexandre, 1839-1906",Le Monnier,Firenze :,1877,,3003
1093015964,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 672 30c*,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Traité de la dyssenterie,"Zimmermann, Johann Georg",chez les libraires associés,Lausanne :,1794,,3003*
1092346621,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 688 30c*,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,L'instrument de Molière,"De Graaf, Regnier, 1641-1673",Ch Fatout; D Morgand,Paris :,1878,,3003*
1093115960,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMB 391 30c,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Chirurgie de l'estomac,"Terrier, Félix",G Steinheil,Paris :,1899,,3003
