1094685378,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11139 47,,Book,None,2003-01-10,3000 - Prêt 28 j.,The Roentgen rays in medicine and surgery,"Williams, Francis Henry",The Classics of Medicine Library,Birmingham Alabama :,cop. 1988,,47
1096898859,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24103 47,,Book,None,2015-08-19,3000 - Prêt 28 j.,Le contraste optimal en radiodiagnostic : son utilisation en technique haute tension et basse tension,"Leguern, Olivier",Delachaux & Niestlé,Neuchâtel :,1965,,47
1096899142,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24123 47,,Book,None,2015-08-20,3000 - Prêt 28 j.,La scintigraphie osseuse,"Gaucher, Alain",Ciba-Geigy,Rueil-Malmaison :,1979,,47
1096898623,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24568 47,,Book,None,2015-12-16,3000 - Prêt 28 j.,Ultrasound in clinical diagnosis : from pioneering developments in Lund to global application in medicine,,Oxford University Press,Oxford :,2012,9780199602070; 0199602077,47
1092347675,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2546 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Les principales positions utilisées en radiographie : technique, indications, résultats","Delherm, Louis",N Maloine,Paris :,1925,,47
1092305575,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2624 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,La radioscopie clinique de l'estomac normal et pathologique,"Cerné, Alfred",J-B Baillière,Paris :,1908,,47
1093160391,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2676 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Radium : production, propriétés générales, son application en thérapeutique, appareils",,Radium belge (Union ministère du Haut Katanga),Bruxelles :,1925,,47
1093259635,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3608 47,,Book,None,1997-04-26,3000 - Prêt 28 j.,Les bases de la pratique médicale des rayons X,"Robert, F",G Doin,Paris :,1941,,47
1092417216,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3948 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Contribution à la radiothérapie des séminomes,"Gilliard, André",Payot,Lausanne :,1935,,47
1093307264,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3967 47,,Book,None,1997-04-26,3000 - Prêt 28 j.,La radiologie pleuro-pulmonaire : (sans le médiastin),"Babaiantz, Léon",A De Visscher,Bruxelles :,cop. 1973,,47
1092758302,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 4048 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Le corps humain est-il transparent? : la réponse de l'imagerie médicale,"Broussouloux, Claude",R Laffont,Paris :,1985,2221043642; 9782221043646,47
1092259019,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 4368 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les rayons de Roentgen et le diagnostic des maladies internes,"Béclère, Antoine",J-B Baillière,Paris :,1904,,47
1099018956,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9858 47,,Book,None,2001-07-25,3000 - Prêt 28 j.,Action des rayons ultra-violets sur quelques substances protéiques,"Boshell, Georges",Impr du Léman,Lausanne :,1928,,47
1093336673,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1016 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Tomodensitométrie cranio-cérébrale : (scanographie),"Wackenheim, Auguste",Masson,Paris ;,1978,2225495998; 9782225495991,47
1096620400,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3495 47,,Book,None,2011-10-24,3000 - Prêt 28 j.,Anatomie radiologique normale : optique radiologique et dépistage des erreurs de lecture des clichés,"Tillier, Henry",G Doin,Paris :,1955,,47
1096620283,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3501/1 47,,Book,None,2011-10-26,3000 - Prêt 28 j.,Atlas de radiologie pulmonaire,"Angammare, Roger",Maloine,Paris :,1953,,47
1096620290,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3501/2 47,,Book,None,2011-10-27,3000 - Prêt 28 j.,Atlas de radiologie pulmonaire : (supplément),"Angammare, Roger",Maloine,Paris :,1957,,47
1096623180,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3674/1 47,,Book,None,2012-08-22,3000 - Prêt 28 j.,Le thorax,"Squire, Lucy Frank",Maloine,Paris :,1974,2224001037; 9782224001032,47
1096623179,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3674/2 47,,Book,None,2012-08-22,3000 - Prêt 28 j.,L'abdomen,"Squire, Lucy Frank",Maloine,Paris :,1974,2224001150; 9782224001155,47
1096623178,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3674/3 47,,Book,None,2012-08-22,3000 - Prêt 28 j.,L'os,"Squire, Lucy Frank",Maloine,Paris :,1974,2224001290; 9782224001292,47
1096899313,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4077/10 47,,Book,None,2015-09-10,3000 - Prêt 28 j.,Os : pathologie générale,,Masson,Paris :,1969,,47
1096899312,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4077/13 47,,Book,None,2015-09-10,3000 - Prêt 28 j.,Neuroradiologie,,Masson,Paris :,1972,,47
1096899310,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4077/14/1 47,,Book,None,2015-09-10,3000 - Prêt 28 j.,Neuroradiologie,,Masson,Paris :,1975-76,2225420424; 9782225420429; 2225443858; 9782225443855,47
1096899311,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4077/14/1 47,HMB 4077/14/2 | 47,Book,None,2015-09-10,3000 - Prêt 28 j.,Neuroradiologie,,Masson,Paris :,1975-76,2225420424; 9782225420429; 2225443858; 9782225443855,47
1096899309,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4077/15 47,,Book,None,2015-09-10,3000 - Prêt 28 j.,Neuroradiologie,,Masson,Paris :,1971,,47
1093151983,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 634 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Exploration radiologique de l'appareil respiratoire,"Sergent, Emile",Masson,Paris :,1931,,47
1093154016,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 640 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,La radiographie de l'appendice,"Gourcerol, Henri",G Steinheil,Paris :,1912,,47
1093154746,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 645 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Manuel de radiodiagnostic clinique,"Ledoux-Lebard, René",Masson,Paris :,1933,,47
1093156185,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 654 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lehrbuch der Röntgendiagnostik : mit besonderer Berücksichtigung der Chirurgie,,G Thieme,Leipzig :,1928,,47
1093159477,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 677 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Röntgenologie : les limites de l'image normale et les débuts de l'image pathologique,"Köhler, Alban",Delachaux & Niestlé,Neuchâtel ;,1930,,47
1096897740,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 905 47,,Book,None,1997-03-03,3000 - Prêt 28 j.,Irrtümer der Röntgendiagnostik und Strahlentherapie,"Grashey, Rudolf",G Thieme,Leipzig :,1924,,47
1093297392,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 907 47,,Book,None,1997-04-26,3000 - Prêt 28 j.,Die gesunde und kranke Wirbelsäule in Röntgenbild und Klinik : pathologisch-anatomische Untersuchungen,"Schmorl, Georg",G Thieme,Stuttgart :,1932,,47
1096898362,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 356/1 47,,Book,None,2015-05-07,3000 - Prêt 28 j.,Thorax : diagnostic radiologique,"Endrei, Emmerich",Ciba-Geigy,Bâle :,1980,,47
1096898361,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 356/1 47,HGA 356/2 | 47,Book,None,2015-05-07,3000 - Prêt 28 j.,Thorax : diagnostic radiologique,"Endrei, Emmerich",Ciba-Geigy,Bâle :,1980,,47
1096898360,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 356/1 47,HGA 356/3 | 47,Book,None,2015-05-07,3000 - Prêt 28 j.,Thorax : diagnostic radiologique,"Endrei, Emmerich",Ciba-Geigy,Bâle :,1980,,47
1096898359,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 356/1 47,HGA 356/4 | 47,Book,None,2015-05-07,3000 - Prêt 28 j.,Thorax : diagnostic radiologique,"Endrei, Emmerich",Ciba-Geigy,Bâle :,1980,,47
1096898358,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 356/1 47,HGA 356/5 | 47,Book,None,2015-05-07,3000 - Prêt 28 j.,Thorax : diagnostic radiologique,"Endrei, Emmerich",Ciba-Geigy,Bâle :,1980,,47
1096898357,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 356/1 47,HGA 356/6 | 47,Book,None,2015-05-07,3000 - Prêt 28 j.,Thorax : diagnostic radiologique,"Endrei, Emmerich",Ciba-Geigy,Bâle :,1980,,47
1096899377,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 639 47,,Book,None,2015-09-24,3000 - Prêt 28 j.,L'exploration radiologique du poumon et du médiastin à l'aide de la tomographie oblique postérieure à 55⁰ = Radiological examination of the lung and mediastinum with the aid of posterior oblique tomgraphy at an angle of 55⁰ = Die Röntgenuntersuchung der Lunge und des Mediastinums durch a.p.-tomographie des um 55⁰ um seine Längsachse gedrehten Patienten,"Favez, Gérard",S Karger,Basel ;,1966,,47
1092383812,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 905 47,,Book,None,1997-03-03,2000 - Exclu du prêt à domicile,Les méthodes radioscopiques de localisation et de recherche des projectiles de guerre,"Engel, André",Payot,Lausanne :,1942,,47
VD2094654,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 14995 47,,Book,None,2006-07-20,1000 - Consult. surv. 28 j.,Observations sur la diffusion des rayons X dans l'intérieur des corps,"Dufour, Henri, 1852-1910",,47
1096134565,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17941 47,,Book,None,2009-11-02,1000 - Consult. surv. 28 j.,Petit manuel d'antisepsie et d'asepsie chirurgicales,"Terrier, Félix",F Alcan,Paris :,1893,,47
