1096133775,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 17710 16a,,Book,None,2009-09-11,3000 - Prêt 28 j.,"Schweizerisches Arzneiverordnungs-Büchlein. auf Grund der Pharmacopoea helvetica, ed. 4.",,Schwabe,"Basel,",1917,,160
1096899665,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1827 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Fabrication de la pénicilline,,Vigot,Paris :,1946,,160
1093122967,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1842 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Penicillin : its practical application,,Butterworth,London :,1946,,160
1092867744,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1942 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Penicillin and other antibiotic agents,"Herrell, Wallace E",W B Saunders; London,Philadelphia :,1946,,160
1096160750,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19569 16a,,Book,None,2011-08-23,3000 - Prêt 28 j.,Dictionnaire suisse des spécialités pharmaceutiques = Schweizerisches Nachschlagebuch für pharmazeutische Spezialitäten,,Ed de la Coulouvrenière,Genève :,1957,,160
1093127907,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1997 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de thérapeutique et de pharmacologie,"Richaud, Albert",Masson,Paris :,1914,,160
1096899207,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2004 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de thérapeutique et de pharmacologie,"Richaud, Albert",Masson,Paris :,1935,,160
1096621093,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20415 16a,,Book,None,2012-05-10,3000 - Prêt 28 j.,"Le jeune botaniste : guide pour l'étude des plantes médicinales : à l'usage des écoles supérieures, des écoles secondaires, des écoles professionnelles, des pensionnats de jeunes filles et des écoles ménagères","Künzle, Johann",Impr-Libr du BP Canisius,Fribourg :,1915,,160
1092582207,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2061 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,"La streptomycine : historique, pharmacologie, applications thérapeutiques","Manuila, Ludmila",F Rouge,Lausanne :,1949,,160
1096622203,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20730 16a,,Book,None,2012-08-13,3000 - Prêt 28 j.,Guide pratique des interactions médicamenteuses,"Fontaine, Jeanine",Glaxo,Bern :,1986,,160
1093130671,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2093 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Some common remedies and their use in practice,"Smith, Eustace",HK Lewis,London :,1910,,160
1096623686,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 21161 16a,,Book,None,2012-11-29,3000 - Prêt 28 j.,Potassium et santé humaine,"Reinberg, Alain",,160
1093015557,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2209 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Pharmacopoea Helvetica,,Slatkine,Genève :,1979,2051000093; 9782051000093,160
1093137055,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2210 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Pharmacopoea Helvetica,,Neukomm & Zimmermann,Bern :,1907,,160
1093137307,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2225 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les médicaments d'origine biologique,"Astruc, Albert",Maloine,Montpellier :,1942,,160
1096896636,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22767 16a,,Book,None,2014-06-12,3000 - Prêt 28 j.,Ce qu'il faut savoir du Largactil (4560 R. P.),,Specia,Paris :,1952,,160
1096897025,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23022 16a,,Book,None,2014-08-21,3000 - Prêt 28 j.,Médicaments : ils soignent mieux les hommes que les femmes : les biologistes révèlent l'injustice,,,160
1092589860,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2357/1 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Thérapeutique clinique,"Martinet, Alfred",Masson,Paris :,1921,,160
1092589861,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2357/1 16a,HMA 2357/2 | 16a,Book,None,1997-03-03,3000 - Prêt 28 j.,Thérapeutique clinique,"Martinet, Alfred",Masson,Paris :,1921,,160
1093145804,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2393 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lehrbuch der Arzneimittellehre und Arzneiverordnungslehre : unter besonderer Berücksichtigung der deutschen und österreichischen Pharmakopoe,"Tappeiner, Hermann von",FCW Vogel,Leipzig :,1907,,160
1096899121,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24020 16a,,Book,Loan,2015-04-20,3000 - Prêt 28 j.,La chaîne des médicaments : perspectives pluridisciplinaires,,Presses Universitaires du Québec,Québec :,2007,9782760515109; 2760515109,160
1096899135,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24117 16a,,Book,None,2015-08-19,3000 - Prêt 28 j.,Médicaments et médications cardiaques,"Vaquez, Henri",J-B Baillière et fils,Paris :,1925,,160
1093147038,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2437 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Calcium metabolism and calcium therapy,"Cantarow, Abraham",Lea & Febiger,Philadelphia :,cop. 1933,,160
1097425515,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24802 16a,,Book,None,2016-03-08,3000 - Prêt 28 j.,Petite pharmacie domestique de Hildegarde de Bingen,"Hertzka, Gottfried",Le courrier du livre,Paris :,2015,9782702911198; 2702911196,160
1097426632,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 25422 81,,Book,None,2017-03-28,3000 - Prêt 28 j.,Merchants of doubt : how a handful of scientists obscured the truth on issues from tobacco smoke to global warming,"Oreskes, Naomi",Bloomsbury Press,New York :,2011,1608193942; 9781608193943,81
1092513380,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2754 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Compendium de psychopharmacothérapie,"Pöldinger, Walter",F Hoffmann-La Roche,Bâle :,cop. 1967,,160
1092844744,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2755 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Compendium Roche : édition jubilaire de F. Hoffmann-La Roche & Cie, S.A. pour le cinquantième anniversaire de sa fondation (1896-1946)",,Hoffmann-La Roche,Bâle :,1949,,160
1093169982,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2803 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,L'officine : répertoire général de pharmacie pratique,"Dorvault, François, 1815-1879",Vigot,Paris :,1948,,160
1093175794,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2837 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Therapeutische Neuheiten des letzten Vierteljahrhunderts : Ergänzungen zu ""Rabow's Arzneiverordnungen""","Rabow, Siegfried",Ludolf Beust,Strassburg :,1906,,160
1093179410,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2911 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Chimiothérapie : hier, aujourd'hui et demain : ""the Linacre Lecture"" faite à Cambridge, le 6 mai 1946","Fleming, Alexander",Office de publicité,Bruxelles :,1947,,160
1093303449,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3910 16a,,Book,None,1997-04-26,3000 - Prêt 28 j.,"Chemotherapy : yesterday, to-day, and to-morrow","Fleming, Alexander",At the Univ Press,Cambridge :,1946,,160
1093312554,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 4047 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les anticoagulants en thérapeutique,"Soulier, Jean-Pierre",G Doin,Paris :,1955,,160
1093328176,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 4373 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Neuroleptika, Tranquilizer und Antidepressiva in Klinik und Praxis","Haase, Hans-Joachim",Janssen,Düsseldorf :,1966,,160
1093361905,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 4926 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,La médication française : guide thérapeutique des spécialités pharmaceutiques françaises,,J Ferenczi,Paris :,cop. 1936,,160
1094073211,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 5218 16a,,Book,None,1997-07-31,3000 - Prêt 28 j.,La quinine en thérapeutique,"Céline, Louis-Ferdinand",sn,[S.l.] :,[ca 1997],,160
1094073464,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 5418 16a,,Book,None,1997-09-05,3000 - Prêt 28 j.,Tratado de pastillas medicinales según Albucasis,"Abū al-Qāsim Khalaf ibn ʿAbbās al-Zahrāwī, ca. 936-ca.1013",Univ de Almería Servicio de publicaciones,Almería :,1996,8460554856; 9788460554851,160
1094081731,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 6364 16a,,Book,None,1998-05-14,3000 - Prêt 28 j.,"Les médicaments injectables : préparation, stérilisation, indications, posologie","Lesure, André",Libr Le François,Paris :,1942,2130400108; 9782130400103,160
1094082024,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 6493 16a,,Book,None,1998-06-12,3000 - Prêt 28 j.,Etudes expérimentales sur la curarisation,"Perregaux, Claudine de",sn,Lausanne :,1924,,160
1094647984,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 7927 16a,,Book,None,1999-12-13,3000 - Prêt 28 j.,"Livre de receptes : ce 15 juin 1698, pour Madame Catherine Mey, baronne de Montricher",,Fondation du Fonds ancien de la Bibliothèque publique; Slatkine,Genève :,1999,2051017867; 9782051017862,160
1094647693,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8234 16a,,Book,None,2000-03-21,3000 - Prêt 28 j.,Die Tablettenfabrikation und ihre maschinellen Hilfsmittel,"Arends, Johannes",Springer,Berlin [etc.] :,1950,,160
1094649839,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8854 16a,,Book,None,2000-10-26,3000 - Prêt 28 j.,"Guide-formulaire moderne : médicaments nouveaux, formules pratiques","Rabow, Siegfried",A Maloine; Librairie Nouvelle,Lausanne :,1911,,160
1094670765,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9296 16a,,Book,None,2001-03-01,3000 - Prêt 28 j.,Die Dioskurides-Erklärung des Ibn al-Baiṭār : ein Beitrag zur arabischen Pflanzensynonymik des Mittelalters : arabischer Text nebst kommentierter deutscher Übersetzung,"Ibn al-Bayṭār, ʿAbd Allāh ibn Aḥmad, ?-1248",Vandenhoeck und Ruprecht,Göttingen :,1991,3525824785; 9783525824788,160
1094670614,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9519 16a,,Book,None,2001-04-26,3000 - Prêt 28 j.,"Doctors, patients and placebos","Spiro, Howard M",Yale Univ Press,New Haven [etc.] :,cop. 1986,0300033036; 9780300033038,160
1094670753,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9584 16a,,Book,None,2001-05-08,3000 - Prêt 28 j.,Die Ergänzung Ibn Ǧulǧul's zur Materia medica des Dioskurides,"Ibn Juljul, Abū Dāwūd Sulaymān ibn Ḥasan",Vandenhoeck & Ruprecht,Göttingen :,1993,3525825897; 9783525825891,160
1094669755,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1879 16a,,Book,None,2000-12-12,3000 - Prêt 28 j.,Action des médicaments : leçons de pharmacologie et de thérapeutique professées à l'hôpital St-Batholomew,"Brunton, Thomas Lauder",G Carré et C Naud,Paris :,1901,,160
1094707569,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2386 16a,,Book,None,2004-03-18,3000 - Prêt 28 j.,"The Badianus manuscript : (codex Barberini, latin 241) Vatican Library : an Aztec herbal of 1552","Badiano, Juan",J Hopkins Press,Baltimore :,1940,,160
1094706288,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2414 16a,,Book,None,2004-07-07,3000 - Prêt 28 j.,The Mexican treasury : the writings of Dr. Francisco Hernández,"Hernandez, Francisco, 1514-1578",Stanford Univ Press,Stanford :,2000,0804739633; 9780804739634,160
1094723591,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2563 16a,,Book,None,2005-06-08,3000 - Prêt 28 j.,"Recetarios de Indios en lengua maya : índices de plantas medicinales y de enfermedades coordinados por D. Juan Pío Pérez, con estrados de los recetarios, notas y añadiduras por C. Hermann Berendt, M.D., Mérida, 1870",,Univ nacional autónoma de México,México :,1996,,160
VD2052762,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2645 16a,,Book,None,2006-02-02,2000 - Exclu du prêt à domicile,"Codex Vindobonensis medicus graecus 1 of the Austrian National Library, Vienna : Twelve miniatures","Dioscorides, Pedanius",Ed Medicina rara,Stuttgart :,[1974],,160
1096111559,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2729 16a,,Book,None,2006-08-29,3000 - Prêt 28 j.,Das deutsche Hortus-Manuskript des Henricus Breyell,"Bessler, Otto",JA Barth,Leipzig :,1952,,160
1096134884,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3072 16a,,Book,None,2009-09-17,3000 - Prêt 28 j.,Chimiothérapie : [un domaine de progrès médical] : une documentation d'actualité destinée au corps médical,,F Hoffmann-La Roche,Bâle :,1964,,160
1096624542,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3764 16a,,Book,None,2013-01-23,3000 - Prêt 28 j.,"Culpeper's complete herbal and English physician : wherein several hundred herbs with a display of their medicinal and occult properties, are physically applied to the cure of all disorders incident to mankind : to which are added, rules for compounding medicines, and upwards of fifty choice receipts, selected from the author's last legacies; forming a complete family dispensatory, and system of physic  [...]","Culpepper, Nicholas",Harvey Sales,[Bath ?] :,1981,,160
RERO-17393859,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4160 16a,,Book,None,2016-02-25,1000 - Consult. surv. 28 j.,L'orientation de la prescription médicale par l'industrie pharmaceutique : influence des visiteurs médicaux et des leaders d'opinion sur la prescription de médecins généralistes et psychiatres en Suisse francophone,"Pittet, Anne-Laure",sn,Lausanne :,2015,,160
1093124128,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 426 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,La pénicilline et ses applications cliniques,,Ed médicales Flammarion,Paris :,1945,,160
1093159033,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 669 16a,,Book,None,1997-03-03,3000 - Prêt 28 j.,Le risque thérapeutique : prévention et traitement des accidents,"Duchesnay, Guy",G Doin,Paris :,1954,,160
1096897668,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 191 16a,,Book,None,2014-11-24,3000 - Prêt 28 j.,La cire blanche de Chine : (rectification),"Bugnion, Edouard",,160
1094082463,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1016 16a,,Book,None,1998-08-04,1000 - Consult. surv. 28 j.,Pharmacopoea clinici Erlangensis : kurze Anleitung zur Ordination der wichtigsten Arzneimittel,"Ziemssen, Hugo Wilhelm von",E Besold,Erlangen :,1874,,160
1094082639,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1036 30,,Book,None,1998-10-13,1000 - Consult. surv. 28 j.,Gabrielis Falloppii Opera omnia,"Fallopio, Gabriel",apud haeredes A Wecheli C Marnium & Io Aubrium,Francofurti :,1600-1606,,30
1094006077,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1172/1 16a,,Book,None,1999-07-26,1000 - Consult. surv. 28 j.,Lehrbuch der Apothekerkunst,"Hagen, Karl Gottfried",F Ricolovius,Königsberg :,1797,,160
1092308242,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 24/1 16a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Histoire des plantes suisses ou matière médicale et de l'usage économique des plantes,"Haller, Albrecht von, 1708-1777",Chez la Société typographique,Berne :,1791,,160
1092308243,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 24/1 16a,STI 24/2 | 16a,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Histoire des plantes suisses ou matière médicale et de l'usage économique des plantes,"Haller, Albrecht von, 1708-1777",Chez la Société typographique,Berne :,1791,,160
1093221704,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 310 16a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Arzneiverordnungen zum Gebrauche für Klinicisten und practische Aerzte,"Rabow, Siegfried",F Bull,Strassburg :,1891,,160
1093231225,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 416 16a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Vollständiges, pathologisch geordnetes Taschenbuch der bewährtesten Heilformeln für Frauen- und Kinderkrankheiten : mit therapeutischen Einleitungen ... : für praktische Aerzte, Geburtshelfer und Wundärzte","Anton, Karl Christian",T Wöller,Leipzig :,1852,,160
1093247247,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 541 16a,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,De la glycérine : de ses applications à la chirurgie et à la médecine,"Demarquay, Jean-Nicolas",P Asselin,Paris :,1867,,160
1093127493,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 566 16a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"A text-book of pharmacology, therapeutics and materia medica","Brunton, Thomas Lauder",Macmillan,London ;,1887,,160
1093252124,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 676 16a,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,"Die neuern Arzneimittel : ihre physischen und chemischen Eigenschaften, Bereitungsweise, Wirkung auf den gesunden und kranken Organismus und therapeutische Benützung : nebst einer Auswahl von Arzneiformeln","Riecke, Viktor Adolf, 1805-1857",Hoffmann,Stuttgart :,1837,,160
1093212292,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 682 16a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Lehrbuch der Arzneimittellehre und Arzneiverordnungslehre,"Harnack, Erich",L Voss,Hamburg ;,1883,,160
1093256803,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 695 16a,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Grundzüge der Arzneiverordnungslehre,"Cloetta, Arnold",JCB Mohr,Freiburg i.B. ;,1882,,160
1093242041,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 718 16a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Mémoire sur l'emploi de l'iodure de potassium pour combattre les affections saturnines, mercurielles et les accidents consécutifs de la syphilis","Melsens, Louis Henri Frédéric",H Hayez,Bruxelles :,1865,,160
