1092198793,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1769 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Le nourrisson : sa physiologie, sa santé","Exchaquet, Louis, Médecin",Payot,Lausanne ;,1934,,3009
1096156768,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 18270 30l,,Book,None,2009-11-05,3000 - Prêt 28 j.,Auswählen oder annehmen ? : Pränatal- und Präimplantationsdiagnostik : Testverfahren an werdenem Leben : [ein Projekt von Insieme Schweiz],,Chronos,Zürich :,2010,9783034009706; 3034009704,3009
1096158054,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 18627 30l,,Book,None,2010-07-30,3000 - Prêt 28 j.,Naître et après? : du bébé à l'enfant,"Candilis-Huisman, Drina",Gallimard,[Paris] :,1997,2070533727; 9782070533725,3009
1096158289,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19306 30l,,Book,None,2011-04-14,3000 - Prêt 28 j.,Atlas-manuel des maladies des enfants,"Hecker, Rudolf, 1868-",J-B Baillière et Fils,Paris :,1906,,3009
1096160298,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19489 30l,,Book,None,2011-07-14,3000 - Prêt 28 j.,Nutrition et hygiène de l'enfance,,Etablissements Jacquemaire,Villefranche :,1953,,3009
1096160849,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 19559 30l,,Book,None,2011-08-11,3000 - Prêt 28 j.,Exercer la pédiatrie en contexte multiculturel : une approche complémentariste du rapport institutionnalisé à l'autre,"Leanza, Yvan",Georg,Genève :,2011,9782825709894; 2825709891,3009
1096623139,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20845 30l,,Book,None,2012-09-13,3000 - Prêt 28 j.,Précis des maladies des enfants,"Apert, Eugène Charles",J-B Baillière,Paris :,1909,,3009
1096623207,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 20910 30l,,Book,None,2012-10-17,3000 - Prêt 28 j.,D'amour et de lait ... : ouvrage collectif sur l'allaitement maternel,,Stock,Paris :,1989,2234012031; 9782234012035,3009
1096623614,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 21102 30l,,Book,None,2012-09-26,3000 - Prêt 28 j.,"F. Rilliet und E. Barthez und ihr ""Traité clinique et pratique des maladies des enfants""","Fischer, Pius",Juris-Verlag,Zuerich :,1966,,3009
1093132939,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2134 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Common sense in the nursery,"Frankenburg, Sydney",R Clay,Harmondsworth ;,1946,,3009
1096895896,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 22588 30l,,Book,None,2014-05-13,3000 - Prêt 28 j.,"Des convulsions de l'enfance : pathogénie, conséquences, traitement","Moussous, André Charles",Masson,Paris :,1902,,3009
1093140620,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2278 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis clinique et opératoire de chirurgie infantile,"Ombrédanne, Louis",Masson,Paris :,1925,,3009
1096898413,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 23831 30l,,Book,None,2015-04-28,3000 - Prêt 28 j.,Kinderheilkunde : kurz gefasstes Lehrbuch für praktische Ärzte und Studenten,"Hamburger, Franz",F Deuticke,Leipzig :,1932,,3009
1093145681,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2385 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Diagnostik der Kinderkrankheiten : mit besonderer Berücksichtigung des Säuglings : eine Wegleitung für praktische Ärzte und Studierende,"Feer, Emil",J Springer,Berlin :,1921,,3009
1096898676,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24045 30l,,Book,None,2015-07-09,3000 - Prêt 28 j.,"Vergelijkend onderzoek naar het verstandelijk en zedelijk oordeelsvermogen bij negen-, tien-, elf- en twaalfjarige kinderen","Croockewit, Theodora Emmerentia",Becht,Amsterdam :,1937,,3009
1096899070,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24081 30l,,Book,None,2015-07-21,3000 - Prêt 28 j.,L'hydrocéphalie du nourrisson : étude clinique et traitement,"Klein, Marc-Richard",Masson,Paris :,1958,,3009
1096899141,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24122 30l,,Book,None,2015-08-20,3000 - Prêt 28 j.,La sérothérapie de la poliomyélite aiguë : (Paralysie infantile. - Maladie de Heine-Medin.),"Salanier, J.-G. Marius",G Steinheil,Paris :,1917,,3009
1096899152,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24133 30l,,Book,None,2015-08-24,3000 - Prêt 28 j.,Respiration artificielle et paralysie infantile,"Blanchet, Lucette",J-B Baillière et fils,Paris :,1941,,3009
1096899284,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24252 30l,,Book,None,2015-08-24,3000 - Prêt 28 j.,Pediatri e bambini : i maestri della pediatria italiana raccontano,,Maggioli,Rimini :,2013,9788838783494; 8838783497,3009
1096899837,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 24552 30l,,Book,None,2015-08-28,3000 - Prêt 28 j.,Libro del governo e del regime dei bambini,"Ibn al-Jazzār, ca. 878-980",Filippi,Venezia :,2010,8864950850; 9788864950853,3009
1092326007,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2491 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les maladies gastro-intestinales aiguës des nourrissons,"Combe, Adolphe",J-B Baillière,Paris :,1913,,3009
1093149310,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2492 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de médecine infantile,"Nobécourt, Pierre",Masson,Paris :,1907,,3009
1093149319,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2495 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Deux cent soixante consultations médicales pour les maladies des enfants,"Comby, Jules",Masson,Paris :,1925,,3009
1093030741,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2549 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les malformations du nouveau-né : causées par des viroses de la grossesse et plus particulièrement par la rubéole (embryopathie rubéoleuse),"Bourquin, Jean B",E Le François,Paris :,1948,,3009
1092767110,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2575 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Guide thérapeutique des maladies de l'enfance,"Salge, Bruno",Payot; JB Baillière,Paris :,1909,,3009
1093159620,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2656 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Contribution à l'étude clinique, anatomique et expérimentale de l'ictère nucléaire du nouveau-né","Dereymaeker, A",Arscia; Masson,Paris :,1949,,3009
1092418453,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2913/1 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de médecine des enfants : pour étudiants et praticiens,"Glanzmann, Eduard",Libr de l'Univ F Rouge,Lausanne :,1947-1950,,3009
1092418454,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2913/1 30l,HMA 2913/2 | 30l,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de médecine des enfants : pour étudiants et praticiens,"Glanzmann, Eduard",Libr de l'Univ F Rouge,Lausanne :,1947-1950,,3009
1093184638,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2989 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Disease in infancy and childhood,"Ellis, Richard W.B",E & S Livingstone,Edinburgh ;,1953,,3009
1093185572,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2996 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les ictères prolongés par pancréatite chez l'enfant,"Walther, Roger",L Arnette,Paris :,[ca. 1941],,3009
1092885155,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3777 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les enfants tuberculeux,"Taillens, Jules",L'Expansion scientifique franç,Paris :,1931,,3009
1092384092,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3953 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Contribution à l'étude de la blennorrhagie oculaire chez le nouveau-né,"Éperon, Alfred",Impr J Couchoud,Lausanne :,1907,,3009
1094073479,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 5430 30l,,Book,None,1997-09-05,3000 - Prêt 28 j.,L'acrodynie infantile,"Péhu, Maurice",Masson,Paris :,1944,,3009
1094076124,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 5988 30l,,Book,None,1998-02-04,3000 - Prêt 28 j.,La recherche clinique en ambulatoire : expériences pédiatriques,"Girardet, Pierre",Médecine et Hygiène,Genève :,1994,2880490820; 9782880490829,3009
1094082920,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 6942 30l,,Book,None,1999-01-07,3000 - Prêt 28 j.,Das Tonsillenproblem im Kindesalter : Tonsils in or out,"Bamatter, Fred",S Karger,Basel ;,1945,,3009
1094006259,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 7747 30l,,Book,None,1999-08-26,3000 - Prêt 28 j.,Instructions du Conseil de santé et des hospices du canton de Vaud sur les soins à donner aux petits enfants,,Impr A Borgeaud,Lausanne :,1908,,3009
1094006290,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 7757 30l,,Book,None,1999-08-31,3000 - Prêt 28 j.,Säuglingskrankheiten,"Finkelstein, Heinrich",Elsevier,Amsterdam :,1938,,3009
1094647605,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8259 30l,,Book,None,2000-03-30,3000 - Prêt 28 j.,Le lait condensé sucré dans l'alimentation des nourrissons bien portants et malades,"Taillens, Jules",Masson,Paris :,1935,,3009
1094667480,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8652 30l,,Book,None,2000-09-06,3000 - Prêt 28 j.,Mesures suivies du métabolisme chez le nourrisson,"Haller-Vulliet, Jacqueline de",S Karger,Bâle :,1959,,3009
1094667478,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8654 30l,,Book,None,2000-09-06,3000 - Prêt 28 j.,Etude anatomo-microscopique de l'appendice chez le foetus humain,"Thévoz, Edmond",Impr Giesser et Held,Lausanne :,1922,,3009
1099014820,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9024 30l,,Book,None,2000-12-05,3000 - Prêt 28 j.,Contribution à l'étude des myatonies congénitales,"Pache, Henri Louis",Impr L Eberhard,Aubonne :,1923,,3009
1099014821,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9025 30l,,Book,None,2000-12-05,3000 - Prêt 28 j.,La iodophilie dans la scarlatine,"Barcinskaja, Emma",Impr cosmopolite,Lausanne :,1908,,3009
1099014822,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9026 30l,,Book,None,2000-12-05,3000 - Prêt 28 j.,L'élevage des prématurés à la clinique infantile de Lausanne de 1942 à 1952,"Bach, Jacqueline",Imprimerie vaudoise,Lausanne :,1953,,3009
1099014823,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9027 30l,,Book,None,2000-12-05,3000 - Prêt 28 j.,De la grippe épidémique chez les enfants et de la modification de sa courbe de température sous l'action des colloïdes,"Sozzi, Antoine",Impr G Vaney-Burnier,Lausanne :,1922,,3009
1099015181,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9162 30l,,Book,None,2001-01-03,3000 - Prêt 28 j.,La tuberculose du nourrisson : étude de 77 nourrissons tuberculeux hospitalisés à la Clinique infantile de Lausanne de 1941 à 1949,"Monod, Charles, 1843-1924",Impr C Risold,Lausanne :,1951,,3009
1094083560,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1545 30l,,Book,None,1999-06-08,3000 - Prêt 28 j.,Lehrbuch der Pädiatrie,,B Schwabe,Basel :,1950,,3009
1094005902,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1584 30l,,Book,None,1999-07-01,3000 - Prêt 28 j.,Handbuch der Röntgen-Diagnostik und -Therapie im Kindesalter,,G Thieme,Leipzig :,1933,,3009
1094670428,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2030 30l,,Book,None,2001-07-02,3000 - Prêt 28 j.,Cours de pédiatrie,"Jaccottet, Henri",sn,[Lausanne :,s.d.],,3009
1094685580,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2245 30l,,Book,None,2003-02-19,3000 - Prêt 28 j.,Erstlinge der pädiatrischen Literatur : drei Wiegendrucke über Heilung und Pflege des Kindes,,Verlag der Münchner Drucke,München :,1925,,3009
1096157674,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3270 30l,,Book,None,2010-10-13,2000 - Exclu du prêt à domicile,L'hyperactivité infantile : analyse sociologique d'une controverse socio-médicale,"Dupanloup, Anne",sn,Neuchâtel :,[2004],,3009
1096160300,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3436 30l,,Book,None,2011-07-14,3000 - Prêt 28 j.,"Le diabète infantile : étiologie, symptômes, diététique, insulinothérapie","Mouriquand, Georges",G Doin,Paris :,1936,,3009
1096620506,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3477/1 30l,,Book,None,2011-10-05,3000 - Prêt 28 j.,Pathologie infantile,"Debré, Robert",G Doin,Paris :,1954,,3009
1096620505,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3477/1 30l,HMB 3477/2 | 30l,Book,None,2011-10-05,3000 - Prêt 28 j.,Pathologie infantile,"Debré, Robert",G Doin,Paris :,1954,,3009
1096899315,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 4079 30l,,Book,None,2015-09-14,3000 - Prêt 28 j.,Orthopédie du premier âge,"Laurence, Gabriel",Baillière,Paris :,[1971],,3009
1092855053,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 535/1 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,La tuberculose pulmonaire et les maladies de l'appareil respiratoire de l'enfant et de l'adolescent : (iconographie de l'Hôpital Hérold),"Armand-Delille, Paul Félix",A Legrand,Paris :,[1933?],,3009
1092855054,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 535/1 30l,HMB 535/2 | 30l,Book,None,1997-03-03,3000 - Prêt 28 j.,La tuberculose pulmonaire et les maladies de l'appareil respiratoire de l'enfant et de l'adolescent : (iconographie de l'Hôpital Hérold),"Armand-Delille, Paul Félix",A Legrand,Paris :,[1933?],,3009
1093141550,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 538 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Diseases of the nervous system in infancy, childhood and adolescence","Ford, Frank R",Tindall & Cox; Baillière,London :,1937,,3009
1092978848,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 572 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lehrbuch der Kinderheilkunde,,G Fischer,Jena :,1912,,3009
1092942726,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 670/1 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der allgemeinen Pathologie und der pathologischen Anatomie des Kindesalters,,JF Bergmann,Wiesbaden :,1912-1921,,3009
1092942727,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 670/1 30l,HMB 670/2 | 30l,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der allgemeinen Pathologie und der pathologischen Anatomie des Kindesalters,,JF Bergmann,Wiesbaden :,1912-1921,,3009
1092942728,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 670/1 30l,HMB 670/3 | 30l,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der allgemeinen Pathologie und der pathologischen Anatomie des Kindesalters,,JF Bergmann,Wiesbaden :,1912-1921,,3009
RERO-15165598,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 739 30l,HMB 739/9 | 30l,Book,None,2013-11-20,3000 - Prêt 28 j.,Handbuch der Kinderheilkunde : ein Buch für den praktischen Arzt,,FCW Vogel,Berlin :,1931-1935,,3009
1093030938,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 739/1 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der Kinderheilkunde : ein Buch für den praktischen Arzt,,FCW Vogel,Berlin :,1931,,3009
1093030943,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 739/2 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der Kinderheilkunde : ein Buch für den praktischen Arzt,,FCW Vogel,Berlin :,1931,,3009
1093030945,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 739/3 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der Kinderheilkunde : ein Buch für den praktischen Arzt,,FCW Vogel,Berlin :,1931,,3009
1093030948,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 739/4 30l,,Book,None,1997-03-03,3000 - Prêt 28 j.,Handbuch der Kinderheilkunde : ein Buch für den praktischen Arzt,,FCW Vogel,Berlin :,1931,,3009
RERO-15227569,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 739/4 30l,HMB 739/4+1 | 30l,Book,None,2013-12-12,2000 - Exclu du prêt à domicile,Handbuch der Kinderheilkunde : ein Buch für den praktischen Arzt,,FCW Vogel,Berlin :,1931,,3009
1096897583,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 215 30l,,Book,None,2014-12-04,3000 - Prêt 28 j.,"Sudden infant death syndrome : [proceedings of the 1982 International Research Conference on The Sudden Infant Death Syndrome, held in Baltimore, Maryland, June 28-30, 1982]",,Academic Press,New York :,1983,0126910502; 9780126910506,3009
1096897576,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 235 30l,,Book,None,2014-12-11,1000 - Consult. surv. 28 j.,La viscéralgine en pédiatrie,"Nicod, Marcel",,3009
VD2027974,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1365 30l,,Book,None,2005-11-02,1000 - Consult. surv. 28 j.,Untersuchungen ueber die sogenannte foetale Rachitis (Chondrodystrophia foetalis),"Kaufmann, Eduard",G Reimer,Berlin :,1892,,3009
VD2055537,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1374 30l,,Book,None,2006-02-09,1000 - Consult. surv. 28 j.,Ueber epitheliale Gebilde im Myometrium des foetalen und kindlichen Uterus : einschliesslich des Gartner'schen Ganges,"Meyer, Robert",S Karger,Berlin :,1899,,3009
VD2096003,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1415 30l,,Book,None,2006-07-27,1000 - Consult. surv. 28 j.,"Heilung des Wasserkrebses der Kinder : nach einer auf die bisherigen Beobachtungen, die Natur und das Wesendieses Uebels gegründeten Methode","Rothamel, Georg Conrad Friedrich",Röbling,Eschwege :,1832,,3009
RERO-16710059,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1561 30l,,Book,None,2015-06-10,1000 - Consult. surv. 28 j.,Les hydrocéphalies du nourrisson,"Pheline, Charles",Expansion scientifique française,Paris :,cop. 1957,,3009
RERO-17236905,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1634 30l,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,L'ictère nucléaire : séquelle de la maladie hémolytique du nouveau-né : étude clinique et anatomique,"Bertrand, Ivan",Masson & Cie,Paris :,1952,,3009
RERO-17259846,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1651/1 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Traité de pédiatrie,,Maloine,Paris :,1961-62,,3009
RERO-17259859,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1651/1 30l,STI 1651/2 | 30l,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Traité de pédiatrie,,Maloine,Paris :,1961-62,,3009
RERO-17259861,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1651/1 30l,STI 1651/3 | 30l,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Traité de pédiatrie,,Maloine,Paris :,1961-62,,3009
RERO-17261160,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1656 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Recent advances in paediatrics,,J & A Churchill,London :,1954,,3009
RERO-17261243,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1658 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Neo-natal paediatrics,,W Heinemann medical books,London :,1958,,3009
