1093158036,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2630 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,L'anesthésie par inhalation : techniques,"Lavoine, J",Maloine,Paris :,1948,,46
1093176316,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2851 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,L'anesthésie moderne en chirurgie,"Meyer May, Jacques",Maloine,Paris :,1946,,46
1092920544,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2868 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,L'anesthésie régionale,"Pauchet, Victor",O Doin,Paris :,1914,,46
1093189851,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3063 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,"A study of the deaths associated with anesthesia and surgery : based on a study of 599548 anesthesias in 10 institutions, 1948-1952, inclusive","Beecher, Henry K",CC Thomas,Springfield :,cop. 1954,,46
1093189863,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3064 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Local analgesia : head and neck,"Macintosh, Robert Reynolds",E & S Livingstone,Edinburgh :,1955,,46
1093189877,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3066 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lumbar puncture and spinal analgesia,"Macintosh, Robert Reynolds",E & S Livingstone,Edinburgh :,1951,,46
1093190972,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3075 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Spinal epidural analgesia,"Bromage, Philip R",E & S Livingstone,Edinburgh ;,1954,,46
1093190941,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3077 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Researches, chemical and philosophical, chiefly concerning nitrous oxyde","Davy, Humphrey",Butterworths,London :,[1972],0407331506; 9780407331501,46
1093190262,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3084 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,A manual of anaesthetic techniques,"Pryor, William J",J Wright,Bristol :,1956,,46
1093190422,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3089 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Elements of pediatric anesthesia,"Stephen, C.R",CC Thomas,Springfield :,cop. 1954,,46
1093190253,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3092 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Analgesia for midwives,"Roberts, Hilda",E & S Livingstone,Edinburgh ;,1955,,46
1093190255,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3093 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Anaesthesia in operations for goitre,"Rowbotham, Stanley",Blackwell Scientific Publications,Oxford :,1945,,46
1093190257,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3094 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,The practical management of pain in labour,"Wylie, William D",Lloyd-Luke,London :,1953,,46
1093190266,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3095 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Endotracheal anaesthesia,"Gillespie, Noel A",University of Wisconsin Press,[Madison] :,1941,,46
1093190277,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3096 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Physics for the anaesthetist : including a section on explosions,"Macintosh, Robert Reynolds",Blackwell Scientific Publications,Oxford :,1958,,46
1093190288,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3097 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Anaesthetic accidents : the complications of general and regional anaesthesia,"Keating, V",LLoyd-Luke,London :,1956,,46
1093190299,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3098 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Local analgesia : abdominal surgery,"Macintosh, Robert Reynolds",E & S Livingstone,Edinburgh ;,1953,,46
1093190979,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3101 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Neurosurgical anaesthesia,"Hunter, Andrew R",Blackwell Scientific Publ,Oxford :,1964,,46
1092877035,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3102 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Hypothermic anesthesia,"Virtue, Robert W",CC Thomas,Springfield Ill. :,cop. 1955,,46
1093190984,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3103 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Clinical uses of intravenous procaine,"Graubard, David J",Blackwell Scientific Publ,Oxford :,[ca. 1948],,46
1093190994,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3104 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Resuscitation of the newborn,"Russ, Joseph D",CC Thomas,Springfield :,cop. 1953,,46
1093248146,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3514 46,,Book,None,1997-04-26,3000 - Prêt 28 j.,L'anesthésie locale : méthode du Professeur Reclus,"Piquand, G",O Doin,Paris :,1911,,46
1093248310,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3521 46,,Book,None,1997-04-26,2000 - Exclu du prêt à domicile,A treatise on the inhalation of the vapour of ether for the prevention of pain in surgical operations,"Robinson, James, critique d'art",Baillière Tindall,Eastbourne :,cop. 1983,,46
1094669877,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8930 46,,Book,None,2000-11-21,3000 - Prêt 28 j.,Trichlorethylene anaesthesia,"Ostlere, Gordon",E & S Livingstone,Edinburgh [etc.] :,1953,,46
1094669859,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8971 46,,Book,None,2000-11-23,3000 - Prêt 28 j.,Die Lumbalanästhesie,"Brunn, M. von",F Enke,Stuttgart :,1922,,46
1094669862,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8972 46,,Book,None,2000-11-23,3000 - Prêt 28 j.,L'anesthésie au cyclopropane,"Lavoine, J",Vigot,Paris :,1949,,46
1093364542,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1086 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Introduction à l'étude de l'anesthésie : chimie, biochimie, physiologie...","Dautrebande, Lucien",Masson; J Duculot,Gembloux :,1944,,46
1097425174,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 508 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Aspects actuels de l'anesthésiologie,"Dallemagne, Marcel-J",Masson,Paris :,[ca 1948],,46
1092241033,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 612 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Contribution expérimentale à l'étude de la narcose chloroformique,"Arthus, André",Bosc M et L Riou,Lyon :,1932,,46
1093149760,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 617 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Methoden der Lokalanästhesie in der Bauchchirurgie und ihre Erfolge,"Finsterer, Hans",Urban & Schwarzenberg,Berlin ;,1923,,46
1092431321,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 724 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Lokalanästhesie,"Haertel, Fritz",von F Enke,Stuttgart :,1916,,46
1093190915,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 780 46,,Book,None,1997-03-03,3000 - Prêt 28 j.,Selection of anesthesia : the physiological and pharmacological basis,"Adriani, John",Blackwell Scientific Publ,Oxford :,cop. 1955,,46
1093215488,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 191 46,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Der Aether gegen den Schmerz,"Dieffenbach, Johann-Friedrich",A Hirschwald,Berlin :,1847,,46
1099019897,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 10097 46,,Book,None,2001-08-30,1000 - Consult. surv. 28 j.,Ueber Pental als Anaestheticum,"Kleindienst, Nathalie",JB Hirschfeld,Leipzig :,1892,,46
VD2095330,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 15003 46,,Book,None,2006-07-24,1000 - Consult. surv. 28 j.,Ueber Aether-Rausch (Phrenopathia aetherea : mit besonderer Rücksicht auf die jüngsten Erfahrungen in England und Frankreich,"Nathan, E.",Berthes-Besser & Mauke,Hamburg :,1847,,46
1093144526,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 2350 46,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,La cocaïne en chirurgie,"Reclus, Paul",Gauthier-Villars; G Masson,Paris :,[1895],,46
1093282116,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 3681 46,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Les anesthésiques : physiologie et applications chirurgicales,"Dastre, Albert",G Masson,Paris :,1890,,46
