1094685372,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11137 D624,,Book,None,2003-01-10,3000 - Prêt 28 j.,La mémoire et ses maladies selon Theodule Ribot (1881),"Nicolas, Serge",L'Harmattan,Paris [etc.] :,2002,274752275X; 9782747522755,D624
1094685423,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11162 Cd,,Book,None,2003-01-14,3000 - Prêt 28 j.,Des sciences et des techniques : un débat,,Ed de l'Ecole des hautes études en sciences sociales,[Paris] :,1998,2713212553; 9782713212550; 220090911X; 9782200909116,Cd
1094685481,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11205 Ub,,Book,None,2003-01-28,3000 - Prêt 28 j.,Demain la société sexualisée : le combat du Mouvement français pour le Planning familial,"Iff, Simone",Calmann-Lévy,Paris :,1975,2702100058; 9782702100059,Ub
1094685554,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11245 620,,Book,None,2003-02-10,3000 - Prêt 28 j.,"Le ""Mental"" et le ""Physique""","Feigl, Herbert",L 'Harmattan,Paris [etc.] :,2002,2747526356; 9782747526357,620
1094685550,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11279 DV,,Book,None,2003-02-17,3000 - Prêt 28 j.,Le thermalisme en Toscane à la fin du Moyen Âge : les bains siennois de la fin du XIIIe siècle au début du XVIe siècle,"Boisseuil, Didier",Ecole française de Rome,Rome :,2002,2728305749; 9782728305742,DV
1094685124,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11363 D,,Book,None,2003-03-11,3000 - Prêt 28 j.,"La médecine à la Renaissance : et évolution des connaissances, de la pensée médicale du quatorzième au dix-neuvième siècle en Europe","Teyssou, Roger",L'Harmattan,Paris [etc.] :,cop. 2002,2747530590; 9782747530590,D
1094685083,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11445 D507,,Book,Loan,2003-03-26,3000 - Prêt 28 j.,La psychopathologie et la philosophie de l'esprit au salon,,L'Harmattan,Paris [etc.] :,2001,2747505405; 9782747505406,D507
1094684644,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11501 D505u,,Book,None,2003-04-15,3000 - Prêt 28 j.,Pour une psychiatrie sociale : cinquante ans d'action de la Croix-Marine,,Ed Erès,Ramonville Saint-Agne :,2002,2749200954; 9782749200958,D505u
1094684670,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11537 DUc,,Book,None,2003-05-01,3000 - Prêt 28 j.,L'Empire des sciences : Napoléon et ses savants,"Sartori, Eric",Ellipses,Paris :,2003,2729813330; 9782729813338,DUc
1094684718,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11577 D500U,,Book,None,2003-05-08,3000 - Prêt 28 j.,A quelle heure passe le train... : conversations sur la folie,"Oury, Jean",Calmann-Lévy,Paris :,2003,2702132731; 9782702132739,D500U
1094684721,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11579 D532g,,Book,None,2003-05-12,3000 - Prêt 28 j.,Les métamorphoses de l'hystérique : du début du XIXe siècle à la Grande Guerre,"Edelman, Nicole",Editions La Découverte,Paris :,2003,2707134546; 9782707134547,D532g
1094684729,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11587 F,,Book,None,2003-05-12,3000 - Prêt 28 j.,Médecin des dames,"Delamotte, Isabelle",Ed de la Différence,Paris :,2003,2729114483; 9782729114480,F
1094684744,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11595 De,,Book,None,2003-05-15,3000 - Prêt 28 j.,Des sources du savoir aux médicaments du futur = From the sources of knowledge to the medicines of the future,,IRD,Paris :,2002,2709915049; 9782709915045,De
1094684810,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11634 DUb,,Book,None,2003-06-03,3000 - Prêt 28 j.,"Misères et tourments de la chair durant la Grande Guerre : les moeurs sexuelles des Français, 1914-1918","Le Naour, Jean-Yves",Aubier,Paris :,2002,2700723295; 9782700723298,DUb
1094684860,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11687 540d,,Book,None,2003-06-30,3000 - Prêt 28 j.,Humeurs et pratiques d'art-thérapie,,L'Harmattan,Paris [etc.] :,2003,2747545148; 9782747545143,540d
1094684862,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11689 D16,,Book,None,2003-06-30,3000 - Prêt 28 j.,Le grand secret de l'industrie pharmaceutique,"Pignarre, Philippe",Ed La Découverte,Paris :,2003,270713998X; 9782707139986,D16
1094684864,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11691 Cb,,Book,None,2003-07-01,3000 - Prêt 28 j.,La vérité dans les sciences : symposium annuel,,O Jacob,Paris :,2003,2738111718; 9782738111715,Cb
1094684869,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11694 F,,Book,None,2003-07-01,3000 - Prêt 28 j.,Le bistouri et la plume : les médecins écrivains : dictionnaire-anthologie,"Fischer, Louis-Paul",L'Harmattan,Paris [etc.] :,2002,2747530744; 9782747530743,F
1094684884,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11710 D514,,Book,None,2003-07-03,3000 - Prêt 28 j.,Pensée psychotique et création de systèmes : la machine mise à nu,,érès,Ramonville Saint-Agne :,2003,2749201861; 9782749201863,D514
1094684886,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11712 D 12,,Book,None,2003-07-04,3000 - Prêt 28 j.,Les sciences physiologiques en Europe : analyses comparées du XIXe siècle,"Bonah, Christian",Institut interdisciplinaire d'études épistémologiques; Librairie Philosophique Vrin,Paris :,1995,2711682927; 9782711682928; 2910425053; 9782910425050,D
1094709837,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11760 DhLAR,,Book,None,2003-07-15,3000 - Prêt 28 j.,"Place à Monsieur Larrey, chirurgien de la garde impériale : biographie","Marchioni, Jean",Actes Sud,Arles :,2003,2742743103; 9782742743100,DhLAR
1094709850,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11772 DhSCH,,Book,None,2003-07-22,3000 - Prêt 28 j.,Albert Schweitzer : 1875-1965,"Christian, Jean",Ed La Nuée Bleue,Strasbourg :,1989,2716501874; 9782716501873,DhSCH
1094709868,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11779 24,,Book,None,2003-08-27,3000 - Prêt 28 j.,La part des gènes,"Morange, Michel",O Jacob,Paris :,1998,2738106498; 9782738106490,24
1094709896,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11807 D532c,,Book,None,2003-09-11,3000 - Prêt 28 j.,"L'autre mélancolie : ""Acedia"", ou les chambres de l'esprit","Larue, Anne",Hermann,Paris :,2001,2705664289; 9782705664282,D532c
1094709920,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11824 D72,,Book,None,2003-09-16,3000 - Prêt 28 j.,Stigmate : les usages sociaux des handicaps,"Goffman, Erving",Les Ed de Minuit,Paris :,1996,2707300799; 9782707300799,D72
1094683883,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11842 Cb,,Book,None,2003-09-23,3000 - Prêt 28 j.,La rhétorique des philosophes : essai sur les relations épistolaires,"Abiteboul, Olivier",L'Harmattan,Paris [etc.] :,2002,2747521109; 9782747521109,Cb
1094683931,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11897 D520,,Book,None,2003-10-16,3000 - Prêt 28 j.,La transmission de la folie : 1850-1914,"Coffin, Jean-Christophe",L'Harmattan,Paris :,2003,2747546969; 9782747546966,D520
1094683996,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 11945 70,,Book,None,2003-10-30,3000 - Prêt 28 j.,La perception quotidienne de la santé et de la maladie : théories subjectives et représentations sociales,,L'Harmattan,Paris :,2000,2738415393; 9782738415394,70
1093009308,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 120 Aa,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les professeurs de la Faculté des sciences de Paris : dictionnaire biographique (1901-1939),"Charle, Christophe",Ed du CNRS; Institut national de la recherche pédagogique,Paris :,1989,273420230X; 2222043360; 9782222043362,Aa
1094708193,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12056 E,,Book,None,2003-11-27,3000 - Prêt 28 j.,L'anatomie chez Michel-Ange : de la réalité à l'idéalité,,Hermann,Paris :,cop. 2003,2705664637; 9782705664633,E
1092950809,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 121 Aa,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les professeurs du Collège de France : dictionnaire biographique (1901-1939),"Charle, Christophe",Ed du CNRS; Institut national de la recherche pédagogique,Paris :,1988,2734201887; 9782734201885; 2222041880; 9782222041887,Aa
1094707766,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12203 Do,,Book,None,2004-02-04,3000 - Prêt 28 j.,"Faces, surfaces et interfaces","Dagognet, François",J Vrin,Paris :,2002,2711620409; 9782711620401,Do
1094707431,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12234 Cb,,Book,None,2004-02-11,3000 - Prêt 28 j.,Mythes et histoire des sciences humaines,"Mucchielli, Laurent",La Découverte,Paris :,2004,2707142050; 9782707142054,Cb
1094707538,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12309 D540a,,Book,None,2004-03-09,3000 - Prêt 28 j.,"Fonction poétique et psychothérapie : une lecture de ""In memoriam"" de Gabriel Ferrater","Tosquelles, François",Ed Erès,Ramonville Saint-Agne :,2003,2749201896; 9782749201894,D540a
1094707540,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12311 DG,,Book,None,2004-03-10,3000 - Prêt 28 j.,L'eugénisme de Platon,"Ajavon, François-Xavier",L'Harmattan,Paris [etc.] :,2002,2747524418; 9782747524414,DG
1094707509,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12320 Cb,,Book,None,2004-03-15,3000 - Prêt 28 j.,Histoire de la biologie moléculaire,"Morange, Michel",La Découverte,Paris :,2003,2707140570; 9782707140579,Cb
1094724290,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 1241 DH,,Book,None,1997-03-03,3000 - Prêt 28 j.,La médecine arabe et l'Occident médiéval,"Jacquart, Danielle",Maisonneuve et Larose,Paris :,1990,2706810041; 9782706810046,DH
1094707132,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12457 Cd,,Book,None,2004-04-19,3000 - Prêt 28 j.,La science telle qu'elle se fait : anthologie de la sociologie des sciences de langue anglaise,,Ed La Découverte,Paris :,1991,2707119989; 9782707119988,Cd
1094707131,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12458 Cd,,Book,Missing,2004-04-19,9992 - Ne plus utiliser_Perdu manquant,La science en action,"Latour, Bruno, 1947-",La Découverte,Paris :,1989,2707118893; 9782707118899,Cd
1094707130,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12481 DhPAS,,Book,None,2004-04-21,3000 - Prêt 28 j.,Louis Pasteur : franc-tireur de la science,"Dubos, René",Ed La Découverte,Paris :,1995,2707124109; 9782707124104,DhPAS
1094707129,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12482 D75,,Book,None,2004-04-21,3000 - Prêt 28 j.,"Corps et civilisation : éducation physique, médecine, sport","Ulmann, Jacques",J Vrin,Paris :,1993,2711611590; 9782711611591,D75
1094707128,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12483 D30n,,Book,None,2004-04-21,3000 - Prêt 28 j.,De la gymnastique aux sports modernes : histoire des doctrines de l'éducation physique,"Ulmann, Jacques",J Vrin,Paris :,1997,2711607135; 9782711607136,D30n
1094707187,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12536 10,,Book,None,2004-05-06,3000 - Prêt 28 j.,"Le corps et ses mots : présentation de la ""Briefve [i.e. Brève] collection de l'administration anatomique"" d'Ambroise Paré avec translation","Salomon, Christian",L'Harmattan,Paris :,2003,2747545016; 9782747545013,10
1094706796,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12632 Cd,,Book,None,2004-06-24,3000 - Prêt 28 j.,"Les chemins de la nouveauté : innover, inventer au regard de l'histoire",,éd du CTHS,Paris :,2003 (dépôt légal 2004),2735505170; 9782735505173,Cd
1094706837,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12658 DG,,Book,None,2004-06-29,3000 - Prêt 28 j.,Le travail et la pensée technique dans l'antiquité classique : lecture et relecture d'une analyse de psychologie historique de Jean-Pierre Vernant,,Erès,Ramonville Saint-Agne :,cop. 2003,2749202426; 9782749202426,DG
1094706852,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12687 DC,,Book,None,2004-06-30,3000 - Prêt 28 j.,Avicenne & Averroes : médecine et biologie dans la civilisation de l'Islam,"Mazliak, Paul",Adapt; Vuibert,Paris :,2004,2711753263; 9782711753260; 2909680533; 9782909680538,DC
1094706411,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12748 DT,,Book,None,2004-07-21,3000 - Prêt 28 j.,Loisirs et santé : les thermalismes en Europe des origines à nos jours,"Gerbod, Paul",Diff Slatkine; H Champion,Paris :,2004,2745309218; 9782745309211,DT
1094706410,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12749 DUc,,Book,None,2004-07-21,3000 - Prêt 28 j.,Les maîtres des bêtes : les vétérinaires dans la société française (XVIIIe-XXe siècle),"Hubscher, Ronald H",O Jacob,Paris :,1999,2738107109; 9782738107107,DUc
1094706404,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12758 DUb,,Book,None,2004-07-21,3000 - Prêt 28 j.,"Histoire de la Sécurité sociale (1945-1967) : l'Etat, l'institution et la santé","Valat, Bruno",Economica,Paris :,2001,2717842225; 9782717842227,DUb
1094706377,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12770 D540b,,Book,None,2004-07-27,3000 - Prêt 28 j.,La réception de Freud en France : avant 1900,"Bolzinger, André, 1936-",L'Harmattan,Paris [etc.] :,1999,2738481191; 9782738481191,D540b
1094705875,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12834 DUb,,Book,None,2004-08-19,3000 - Prêt 28 j.,Comment sauver (vraiment) la sécu : et si les usagers s'en mêlaient? Des médicaments à l'assurance maladie,"Pignarre, Philippe",La Découverte,Paris :,2004,2707142670; 9782707142672,DUb
1094705796,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12837 Cd,,Book,None,2004-08-19,3000 - Prêt 28 j.,Rousseau et les sciences,,L'Harmattan,Paris [etc.] :,2003,2747551008; 9782747551007,Cd
1094705797,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12838 Do,,Book,None,2004-08-19,3000 - Prêt 28 j.,"Les conceptions du corps chez Ribot et Nietzsche : à partir des Fragments posthumes de Nietzsche, de la Revue philosophique de la France et de l'étranger et de la Recherche-Nietzsche","Haaz, Ignace",L'Harmattan,Paris [etc.] :,2002,2747520358; 9782747520355,Do
1094705852,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12840 Df,,Book,None,2004-08-20,3000 - Prêt 28 j.,(Re)penser la technique : vers une technologie démocratique,"Feenberg, Andrew",MAUSS; La Découverte,Paris :,2004,270714147X; 9782707141477,Df
1094705854,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12842 Do,,Book,None,2004-08-20,3000 - Prêt 28 j.,"Philosophie médicale de Nietzsche : la connaissance, la nature","Cherlonneix, Laurent",L'Harmattan,Paris [etc.] :,2002,2747531511; 9782747531511,Do
1094705953,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12846 Do,,Book,None,2004-08-24,3000 - Prêt 28 j.,"Nietzsche : santé et maladie, l'art","Cherlonneix, Laurent",L'Harmattan,Paris [etc.] :,2002,2747531503; 9782747531504,Do
1094705954,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 12847 D89,,Book,None,2004-08-24,3000 - Prêt 28 j.,"Les saints et la médecine : médecins, thaumaturges et protecteurs","Sterpellone, Luciano",Médiaspaul,Paris [etc.] :,1997,271220591X; 9782712205911,D89
