1093155806,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2599 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Oto-rhino-laryngologie du médecin praticien,"Laurens, Georges",Masson,Paris :,1941,,458
1092201882,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2826 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,La voix et son hygiène,"Mermod, Arthur",Payot,Lausanne :,[1911],,458
1093176195,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 2847 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Oto-rhino-laryngologie,"Baldenweck, Louis",Maloine,Paris :,1939,,458
1092600648,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3012 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Hygiène de l'oreille, de la gorge et du nez","Mermod, Arthur",Payot,Lausanne :,[1907],,458
1092288198,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3090 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,"La chirurgie otologique fonctionnelle : état actuel, conceptions et expériences personnelles","Buchheim, Georges",Impr Ganguin & Laubscher,Montreux :,1966,,458
1093191403,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3116 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,La voix rééduquée : méthode exposée au Conservatoire national de musique de Paris en 1907 et 1908,"Clericy du Collet, Marie",Ecole orthophonique,Paris :,[ca. 1910],,458
1093123442,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3324 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,La voix,"Garde, Edouard",Presses universitaires de France,Paris :,1954,,458
1093212980,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3326 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Précis de thérapeutique vocale,"Tarneaud, Jean",Maloine,Paris :,1955,,458
1093213016,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3332 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Traité pratique de phonologie et de phoniatrie : la voix, la parole, le chant","Tarneaud, Jean",Maloine,Paris :,1941,,458
1096115222,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3421 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Surdité et prothèse auditive,"Kantzer, Louise",Maloine,Paris :,1949,,458
1093213032,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 3422 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,La cordopexie,"Schmitt, René",C Annequin,Lyon :,1948,,458
1094073401,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 5368 45k,,Book,None,1997-08-21,3000 - Prêt 28 j.,Mémoire sur des lésions de l'oreille interne donnant lieu à des symptômes de congestion cérébrale apoplectiforme,"Ménière, Prosper, 1799-1862",L Pariente,Paris :,1996,2840590085; 9782840590088,458
1094082026,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 6495 45k,,Book,None,1998-06-12,3000 - Prêt 28 j.,La pointe du rocher et les inflammations de l'oreille moyenne,"Buchheim, Georges",,"Lausanne,",1939,,458
1094082431,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 6709 45K,,Book,None,1998-08-03,3000 - Prêt 28 j.,Traitement des méningites oto-rhinogènes et modifications du liquide céphalo-rachidien au cours de la pénicillinothérapie intralombaire,"Koumrouyan, Haroutioun",sn,[S.l.] :,1949,,458
1094006048,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 7598 45k,,Book,None,1999-07-26,3000 - Prêt 28 j.,De catarrhis : 1672,"Lower, Richard, médecin",Dawsons of Pall Mall,"London,",1963,,458
1094649739,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8698 45k,,Book,None,2000-09-20,3000 - Prêt 28 j.,Handbook of diseases of the ear : for the use of students and practitioners,"Pritchard, Urban",P Blakiston's Son,Philadelphia :,1901,,458
1094669833,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 8984 45k,,Book,None,2000-11-30,3000 - Prêt 28 j.,Einführung in das Studium der Ohrenkrankheiten : ein Grundriss der Otologie : in Form von akademischen Vorträgen für Studierende und praktische Ärzte,,FCW Vogel,Leipzig :,1905,,458
1099014801,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9008 45k,,Book,None,2000-12-05,3000 - Prêt 28 j.,La polypose naso-sinusienne : essai pathogénique : déductions thérapeutiques,"Taillens, Jean-Pierre",,458
1099015802,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9271 45k,,Book,None,2001-02-20,3000 - Prêt 28 j.,Diphtérie sinusale : sinusite diphtérique et porteurs de germes,"Mange, Raymond",Impr G Conne,Lausanne :,1955,,458
1099015803,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9272 45k,,Book,None,2001-02-20,3000 - Prêt 28 j.,Les tumeurs du glomus jugulaire,"Piguet, Georges-Arnold",Impr Pont,Lausanne :,1953,,458
1099015805,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9273 45k,,Book,None,2001-02-20,3000 - Prêt 28 j.,Contribution à l'étude clinique du faux croup ou laryngite striduleuse chez l'enfant,"Lugon, Pierre",,"Lausanne,",1944,,458
1099015806,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9274 45k,,Book,None,2001-02-20,3000 - Prêt 28 j.,Maladie de Kuttner et sialectasies,"Dony, Roger-Marcel",Impr L Couchoud,Lausanne :,1953,,458
1094670583,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9553 45k,,Book,None,2001-05-07,3000 - Prêt 28 j.,"La véritable manière d'instruire les sourds muets, confirmée par une longue expérience","L'Épée, Charles-Michel de",Fayard,[Paris] :,1984,2213014760; 9782213014760,458
1099019057,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMA 9909 45k,,Book,None,2001-07-26,3000 - Prêt 28 j.,La maladie de Pfeiffer,"Taillens, Jean-Pierre",Impr C Risold,Lausanne :,1942,,458
1094667383,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 1796 45k,,Book,None,2000-10-05,3000 - Prêt 28 j.,The human ear in anatomical transparencies,"Polyak, Stephen L",distrib TH McKenna; under the auspices of Sonotone Corporation,[Elmsford N.Y.] :,cop. 1946,,458
1094706395,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 2429 45k,,Book,None,2004-07-19,3000 - Prêt 28 j.,L'endoscopie rhinosinusale moderne,"Terrier, Georges",Inpharzam,Cadempino :,1978,,458
1092871756,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/1 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten der Luftwege und der Mundhöhle.,,JF Bergmann; J Springer,Berlin :,1925,,458
1093061601,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/2 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten der Luftwege und der Mundhöhle.,,JF Bergmann; J Springer,Berlin :,1926,,458
1092871770,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/3 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten der Luftwege und der Mundhöhle.,,JF Bergmann; J Springer,Berlin :,1928,,458
1092871998,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/4 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten der Luftwege und der Mundhöhle.,,JF Bergmann; J Springer,Berlin :,1928,,458
1093061603,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/5 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten der Luftwege und der Mundhöhle.,,JF Bergmann; J Springer,Berlin :,1929,,458
1092872029,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/6 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten des Gehörorgans.,,JF Bergmann; J Springer,Berlin :,1926,,458
1092872038,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/7 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten des Gehörorgans.,,JF Bergmann; J Springer,Berlin :,1926,,458
1092872047,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/8 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten des Gehörorgans.,,JF Bergmann; J Springer,Berlin :,1927,,458
1092872054,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 255/9 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Die Krankheiten der Speiseröhre und des äusseren Halses,,JF Bergmann; J Springer,Berlin :,1929,,458
1096134557,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 3118 45k,,Book,None,2009-11-02,3000 - Prêt 28 j.,Traité de technique opératoire oto-rhino-laryngologique,"Portmann, Georges",Masson,Paris :,1932,,458
1093123247,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 412 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Rhinosinusal endoscopy : diagnosis and surgery,"Terrier, Georges",Zambon Group,Bresso :,1991,,458
1093143999,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 562 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Lehrbuch der Krankheiten des Ohres und der Luftwege : einschliesslich der Mundkrankheiten,"Denker, Alfred, médecin",G Fischer,Jena :,1915,,458
1093190507,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 775 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,"Division palatine : anatomie, chirurgie, phonétique","Veau, Victor",Masson,Paris :,1931,,458
1093212988,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 816 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,Les maladies des fosses nasales,"Terracol, Jean",Masson,Paris :,1936,,458
1092835613,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Bibliothèque,HMB 817 45k,,Book,None,1997-03-03,3000 - Prêt 28 j.,La trompe d'Eustache,"Terracol, Jean",Masson,Paris :,1949,,458
1096898276,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 254 45k,,Book,None,2015-03-12,3000 - Prêt 28 j.,Hearing in man and animals,"Beatty, Richard Thomas",G Bell and sons,London :,1932,,458
1096898579,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 332 45k,,Book,None,2015-05-01,3000 - Prêt 28 j.,"Diseases of the ear, nose and throat : principles and practice of otorhinolaryngology","Lederer, Francis L",FA Davis,Philadelphia :,1942,,458
1096898323,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 394 45k,,Book,None,2015-05-27,3000 - Prêt 28 j.,Nouvelles recherches sur la morphologie et la topographie de certains éléments de la région orbitaire,"Winckler, Georges",,458
RERO-16670127,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 395 45k,,Book,None,2015-05-27,2000 - Exclu du prêt à domicile,Epithel und Drüsen der Speiseröhre,"Schaffer, Josef",,458
1096899038,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 530 45k,,Book,None,2015-06-11,3000 - Prêt 28 j.,Oral medicine,"Tyldesley, William R",Oxford University Press,Oxford ;,1981,9780192612755; 0192612751,458
1096899037,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 531 45k,,Book,None,2015-06-11,3000 - Prêt 28 j.,Mechanisms of hearing,,Monash Univ Press,Clayton :,1983,,458
RERO-16738901,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 578 45k,,Book,None,2015-06-18,1000 - Consult. surv. 28 j.,Ueber die Abflusswege des Humor aqueus : Experimentelle und anatomische Untersuchungen,"Staderini, Carlo",,458
RERO-16772615,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 596 45k,,Book,None,2015-07-02,2000 - Exclu du prêt à domicile,Beiträge zur Kenntniss des Secretionsvorgangs in der Schilddrüse,"Hürthle, Karl Wilhelm",,458
1096898932,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Hamilton-Garey,HGA 598 45k,,Book,None,2015-07-08,3000 - Prêt 28 j.,"De l'amélioration des troubles de l'audition, suites d'otite suppurée","Gomperz, B",,458
1099018686,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds IBCM (consultation sur place),HMB 2041 45k,,Book,None,2001-07-11,1000 - Consult. surv. 28 j.,Zehn Wandtafeln zur Anatomie des Gehörorgans : zum Gebrauche für Vorlesungen und zum Studium der Anatomie des Ohres,,W Braumüller,Wien :,1873,,458
1094082571,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1022 45k,,Book,None,1998-09-15,1000 - Consult. surv. 28 j.,Anatomicae disquisitiones de auditu et olfactu,"Scarpa, Antonio",in typogr P Galeatii,Ticini :,1789,,458
1094082628,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1026 45k,,Book,None,1998-10-12,1000 - Consult. surv. 28 j.,Abbildungen der menschlichen Organe des Geschmackes und der Stimme,"Sömmering, Samuel Thomas",Varrentrapp und Wenner,Frankfurt a. M. :,1806,,458
1094082629,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1027 45k,,Book,None,1998-10-12,1000 - Consult. surv. 28 j.,Abbildungen des menschlichen Hoerorganes,"Sömmering, Samuel Thomas",Varrentrapp und Wenner,Frankfurt a. M. :,1806,,458
1094083090,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1110 45k,,Book,None,1999-02-16,1000 - Consult. surv. 28 j.,Die Beleuchtungsbilder des Trommelfells im gesunden und kranken Zustande : klinische Beiträge zur Erkenntniss und Behandlung der Ohren-Krankheiten,"Politzer, Adam",W Braumüller,Wien :,1865,,458
1094083152,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1128 45k,,Book,None,1999-02-18,2000 - Exclu du prêt à domicile,Die Erkrankungen der MundHöhle und der Speiseröhre,"Kraus, F",A Hödler,Wien :,1902,,458
1094006075,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1176 45k,,Book,None,1999-08-02,1000 - Consult. surv. 28 j.,Krankheiten des Oesophagus,"Zenker, Friedrich Albert",FCW Vogel,Leipzig :,1877,,458
1099004513,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1224 45k,,Book,None,1999-10-14,1000 - Consult. surv. 28 j.,Die Krankheiten des Mundes,"Mikulicz Von Radecki, Johann",G Fischer,Jena :,1898,,458
VD2004833,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1320 45k,,Book,None,2005-07-26,2000 - Exclu du prêt à domicile,"Handatlas der Operationen am Schläfenbein : für Ärzte und Studierende, insbesondere für angehende Spezialärzte","Gerber, Paul",JF Bergmann,Wiesbaden :,1904,,458
1093215497,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 189 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Über den Ohrknoten : eine anatomisch-physiologische Abhandlung,"Arnold, Friedrich, 1803-1890",CF Winter,Heidelberg :,1828,,458
1093228403,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 339 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Klinik der Krankheiten des Kehlkopfs der Nase und des Rachens,"Stoerk, Karl",F Enke,Stuttgart :,1880,,458
1092303219,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 369 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Tractatus quatuor anatomici de aure humana, tribus figurarum tabulis illustrati","Cassebohm, Johann-Friedrich",sumt Orphanatrophei,Halae Magdeburgicae :,1734,,458
1093246520,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 506 45k,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Die Laryngoskopie und die laryngoskopische Chirurgie,"Bruns, Victor von",H Laupp,Tübingen :,1865,,458
1092727770,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 633 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Die Krankheiten der Eierstöcke : ihre Diagnose und Behandlung,"Wells, T. Spencer",W Engelmann,Leipzig :,1874,,458
1093251538,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 658 45k,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Der Kehlkopfspiegel und seine Verwerthung für Physiologie und Medizin,"Czermak, Johann Nepomuk",W Engelmann,Leipzig :,1863,,458
1093209353,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 71 45k,,Book,None,1997-03-03,2000 - Exclu du prêt à domicile,Oto-rhino-laryngologie du médecin praticien,"Laurens, Georges",Masson,Paris :,1916,,458
1093262929,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 768 45k,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,"Die Taubheit : eine Zusammenstellung eigener aus der Praxis und Erfahrung geschöpfter Ansichten über die Natur, die Ursachen und Behandlung der Krankheiten des menschlichen Ohres","Yearsley, James",BF Voigt,Weimar :,1852,,458
1093209394,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 81 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Die Extra-Peritonäal-Methode der Ovariotomie,"Stilling, Benedict",G Reimer,Berlin :,1866,,458
1093286922,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 814 45k,,Book,None,1997-04-26,1000 - Consult. surv. 28 j.,Guntheri Christophori Schelhammeri De auditu liber unus,"Schelhammer, Gonthier-Christophe",apud Petrum de Graaf,Lugduni Batavorum :,1684,,458
1093209652,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 96 45k,,Book,None,1997-03-03,2000 - Exclu du prêt à domicile,Lehrbuch der Krankheiten des Ohres und der Luftwege : einschliesslich der Mundkrankheiten,"Denker, Alfred, médecin",G Fischer,Jena :,1920,,458
1093366040,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 969 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Lehrbuch der Laryngoskopie und des local-therapeutischen Verfahrens bei KehlkopfKrankheiten,"Tobold, Adelbert",A Hirschwald,Berlin :,1863,,458
1093367412,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 992 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Ueber die Operation des Luströhren- und Luströhrentopsschnitts,"Ficker, Wilhelm Anton",GA Grau,Hof :,1793,,458
1099021341,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 10235 45k,,Book,None,2001-10-31,1000 - Consult. surv. 28 j.,"Précis analytique du croup, de l'angine couenneuse et du traitement qui convient à ces deux maladies Précédé du Rapport sur les mémoires envoyés au concours sur le croup par Royer-Collard","Bricheteau, Isidore",Béchet,Paris :,1826,,458
1094723598,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 13698 45k,,Book,None,2005-06-02,1000 - Consult. surv. 28 j.,Die anatomie des Ohres in ihrer Anwendung auf die Praxis und die Krankheiten des Gehörgenes,"Tröltsch, Anton Friedrich von",Stahel,Würzburg :,1860,,458
1092379256,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1420 45k*,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Traité de l'organe de l'ouïe : contenant la structure, les usages et les maladies de toutes les parties de l'oreille","Duverney, Joseph-Guichard, 1648-1730",chez Joh Arn Langerak,Leide :,1731,,458*
1096111028,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 15573 45k,,Book,None,2007-03-14,1000 - Consult. surv. 28 j.,Du tubage dans le croup : thèse d'habilitation présentée à la Faculté de médecine de Lausanne,"Olivier, Eugène",sn,[S.l.] :,1896,,458
1096158075,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 18604 45k,,Book,None,2010-07-26,1000 - Consult. surv. 28 j.,"Traité pratique de la phthisie laryngée, de la laryngite chronique, et des maladies de la voix","Trousseau, Armand",Société typographique belge etc,Bruxelles :,1837,,458
RERO-15733922,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 22745 45k,,Book,None,2014-06-05,1000 - Consult. surv. 28 j.,"Traité de l'origine des glaires, de leurs effets, et des désordres qu'elles produisent dans l'économie animale : avec l'exposé de la méthode à suivre pour les guérir efficacement soi-même, par l'usage de l'Elixir tonique anti-glaireux du docteur Guillé","Gage, Paul",P Gage,Paris :,1875,,458
1093178993,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 2902 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Maladies de l'oreille : exploration de l'oreille à l'état physiologique et pathologique : examen devant les conseils de révision des sujets qui sont ou se prétendent atteints de surdité,"Levi, D.-M",A Delahaye,Paris :,1872,,458
1093178998,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 2903 45k,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Die Schallleitung durch die Kopfknochen und ihre Bedeutung für die Diagnostik der Ohrenkrnakheiten : eine physiologisch-klinische Studie,"Lucae, August",Verlag der Stahel'schen Buch und Kunsthandlung,Würzburg :,1870,,458
1094669875,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 8929 45k,,Book,None,2000-11-21,1000 - Consult. surv. 28 j.,Le cancer du larynx,"Krishaber, M",G Masson,Paris :,1880,,458
1099019178,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 9937 45k,,Book,None,2001-07-31,1000 - Consult. surv. 28 j.,Observation d'abcès réto-pharyngien ayant les symptômes du croupe : considérations générales sur les abcès rétro-pharyngiens,"Bessems, J",Impr JE Buschmann,Anvers :,1846,,458
1099019189,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 9943 45k,,Book,None,2001-07-31,1000 - Consult. surv. 28 j.,"Traité de l'origine des glaires, de leurs effets et des désordres qu'elles produisent dans l'économie animale : avec l'exposé de la méthode à suivre pour les guérir efficacement soi-même, par l'usage de l'Elixir tonique anti-glaireux","Gage, Paul",Oulès,Paris :,1822,,458
1094669717,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMB 1896 45k,,Book,None,2000-12-27,1000 - Consult. surv. 28 j.,"Atlas der Histopathologie der Nase, der Mundrachenhöhle und des Kehlkopfes","Seifert, Otto",JF Bergmann,Wiesbaden :,1895,,458
