Chirurgie générale,12/02/1992,01/10/2015,21/07/2008,,,,,21,PE82/-1/003,XXème s.,,,,37,,26,,,rfuschetto,390,Trépan ,Hôpital Cantonal Lausanne,,SO
"Orthopédie, traumatologie",02/12/2003,01/10/2015,21/07/2008,Villebrequin à mèche carrée.,,,"Dr Charles Rochat, Grandvaux",21,PE82/-1/003,XXème s.,,,,38,,205,,,rfuschetto,686,Villebrequin,,,SO
Soins techniques,14/11/1994,18/02/2009,22/07/2008,"Lot de ventouses en verre dans caisse de métal crème3 scarificateurs métal 3,5 x 4,5 cm",,,"Madame Marie-Do Barde, Lausanne",,IUHMSP,XXème s.,,,6,39,4,,,,,0,Ventouses avec scarificateur,,,MV
Neurochirurgie,04/03/1999,16/12/2015,22/07/2008,Boite de métal contenant divers instruments de neurochirurgie.  cf bordereau d’achat.,,Neurologie,,11,PE82/-1/003,XXème s.,Bon ,"H. Courvoisier, Genève",6,40,11,18,Métal,Achat,rfuschetto,605,Trousse de trépanation du Dr A. Jentzer,Achat,,MV
Gynécologie,05/06/1994,11/10/2008,22/07/2008,"Boîte de bois contenant:- 1 pièce principale  avec crémaillères porte-pince réglable- 1 raccord- 1 manomètre à cadran lumineux- 1 seringue Record de 10 cc- 3 cônes interchangeables en métal, de grosseurs différentes    pour l’examen de l’utérus et des trompes.",,,"Prof. Claude Verdan, Cully",,IUHMSP,XXème s.,,,,42,11,40,,,,106,Salpingographe ou hystérographe,,,SO
Obstétrique,15/02/1990,01/10/2015,22/07/2008,"Lot d’une trentaine d’instruments variés: -12  sondes en métal de différentes tailles -  1 sonde en verre -  3 sondes boutonnées-  2 seringues -  3 speculumsayant servis aux avortements clandestins.Ce matériel a été récupéré par l’Institut de médecine légale, vraisemblablement dans les années 1930-1960.",,,,20,PE83/-1/003,XXème s.,,,,43,,,,,rfuschetto,-588,Lot d’instruments,Institut médecine légale,Je n’ai trouvé que les instruments en photo. Ne sais pas où se trouvent les autres planches et le carton en sagex...J’ai toutefois attribué un N° d’inventaire.,MV
,14/03/2003,30/09/2015,22/07/2008,4 prothèses totales de hanche avec tige et cupule pour coxarthrose,,,Prof. Daniel Fritschy,21,PE82/-1/003,XXème s.,,,,44,,27,,,rfuschetto,-584,Prothèses de hanche,"Hôpital cantonal, Genève",,MV
Soins techniques,15/04/2000,14/07/2014,23/07/2008,Appareil de métal avec accessoires:- 1 support métal- 1 embout de verre- 2 réservoirs en  plastique- 1 entonnoir- 2 supports en métalL’objet est conservé dans sa boîte d’origine (en carton). ,,Soins techniques,Madame Morier-Genoud,IUHMSP,PE82/0/015,20e s.,Bon,Sans mention ,135,45,10,15,"Métal, verre et plastique",Don,mclamy,198,Inhalateur,,L’objet aurait besoin d’être nettoyé.,SO
Soins d'hygiène,06/06/2006,22/11/2010,23/07/2008,Poire en caoutchouc rouge munie d’un embout noir en bakélite pour douche vaginale ou irrigation,,," Fondation vaudoise du  patrimoine scolaire, Yverdon / Madame F. Bloch, St-Prex ",,IUHMSP,XXème s.,,,,46,10,27,,,,640724,Douche vaginale,,,MV
Antisepsie - Asepsie,,27/09/2008,23/07/2008,Petite armoire électrique de métal jaune munie d’un thermomètre et de deux boutons lumineux rouge et vert servant à maintenir les échantillons de sang à la température corporelle,,,,,IUHMSP,XXème s.,,,26,47,,25,,,,801,Etuve ,A compléter,,SO
Gynécologie,14/09/2001,28/09/2008,23/07/2008,Pièce de verre en forme de boule  avec embout de verre et poire de caoutchouc pour l’application vaginale de substances dessicatives dans le but de sécher les muqueuses.Dans boîte en carton.,,,Madame Morier-Genoud,,IUHMSP,XXème s.,,"Dr Max Nassauer, Munich",,48,6,16,,,,279,Siccator,,,SO
Soins techniques,06/06/2006,27/11/2008,23/07/2008,Seringue de verre pour l’application de pommade oculaire,,,"Fondation vaudoise du patrimoine scolaire/infirmerie, Yverdon",,IUHMSP,XXème s.,,,,49,2,17,,,,581,Seringue de verre,,Montrer au Dr Ducrey,MV
Soins techniques,06/06/2006,02/07/2014,23/07/2008,Trousse de coton incomplète contenant:- 1 petite boîte de sparadrap- 2 cartouches dede compresses au vioforme- 1 bande de gaze hydrophile- 1 paire de ciseaux- 1 pincette - 1 petit paquet de taffetas anglais- 6 épingles de nourrice- - ,,Médecine d'urgence,"Fondation vaudoise du patrimoine scolaire/infirmerie, Yverdon",IUHMSP,PE82/0/armoire couloir/D,XXème s.,Bon,Sans mention ,7,50,11,15,Coton,Don,mclamy,716,Trousse à pansements,,La trousse blanche à l’image est contenue dans une trousse de coton brune.,MV
Soins techniques,06/06/2006,02/07/2014,23/07/2008,"Trousse de coton beige à deux poches internes contenant divers matériel pour bandages: compresses, bandes, ouate.  ",,Médecine d'urgence,"Fondation vaudoise du patrimoine scolaire/infirmerie, Yverdon",IUHMSP,PE82/0/armoire couloir/D,XXème s.,Bon,Sans mention ,,51,31,57,Coton,Don,mclamy,715,Trousse de coton,,,MV
Soins techniques,25/10/2004,02/12/2015,24/07/2008,"Cartouche plastique avec cylindre contenant l’insuline, pile moteur, pile électronique, dans fourre plastique noir. ",,,,,PE82/0/armoire couloir/E,XXème s.,,Disetronic,115,52,,,,,rfuschetto,683,Pompe à insuline,"Chuv, Lausanne",,SO
Soins techniques,05/03/1993,08/07/2014,24/07/2008,"Seringue de 100 ml à cylindre de verre avec embout métal, dans caissette de bois marquée Cezerac & Soux, Marseille.",,,Dr François Vulliet,,PE82/0/armoire couloir/D,XXème s.,,"Sentiler, Paris",,53,45,26,,,mclamy,685,Seringue en verre ,,,MV
Soins techniques,04.12.1990,01/07/2014,24/07/2008,3 sondes vésicales en étain. ,,,"Dr Eric Rochat, St-Légier",,PE82/0/armoire couloir/A,XXème s.,bom. métal vieilli,,,54,,34,,,mclamy,785,Sondes vésicales en étain de Runge,,,SO
Chirurgie générale,05/03/1993,24/07/2008,24/07/2008,"2 écarteurs:Longueur c rochet 4,5 & 5,5 cm",,,"Dr François Vulliet, Lausanne",,IUHMSP,XXème s.,,,,55,55,24,,,,749,Ecarteurs,,,SO
Chirurgie générale,05/03/1993,18/07/2014,24/07/2008,2 trocarts dont l’un avec obturateur,,,"Dr François Vulliet, Lausanne",,PE82/-1/003,XXème s.,,,,56,,20,,,mclamy,760,Trocart,,,SO
ORL,05/03/1993,29/09/2015,24/07/2008,4 canules en argent de diverses tailles pour enfant et adulte,,,"Dr François Vulliet, Lausanne",17,PE82/-1/003,XXème s.,,,,57,,865545,,,rfuschetto,750,Canules de trachéotomie,,,SO
Chirurgie générale,05/03/1993,28/09/2015,24/07/2008,"Boîte de métal contenant un manche, 6 lames droites, 2 lames incurvées. ",,,Dr François Vulliet,11,PE82/-1/003,XXème s.,"moyen, les lames sont oxydées.",,15,58,65,11,,,rfuschetto,759,Scalpels,,17.06.2013: emballé les lames dans du papier de soie pour éviter que l’oxydation se propage de lame en lame. (RF),SO
Chirurgie générale,05/03/1993,28/09/2015,31/07/2008,Rasoir dans étui de carton noir,,,Dr François Vulliet ,11,PE82/-1/003,XXème s.,,,,59,,16,,,rfuschetto,763,Rasoir manche bakélite,,,SO
Electrothérapie,15.10.1995,28/09/2015,31/07/2008,"Vibromasseur électrique avec sangles, d’après le Dr Lenneberg dans caissette rouge gainée de tissu bleu. ",,,"Dr Jeanne Laffitte, Genève",9,PE82/-1/003,XXème s.,,Sollux-Kleinstrahler  Original Hanau,8,60,7,,,,rfuschetto,712,Vibromasseur,,,SO
,,05/10/2008,31/07/2008,,,,"Dr J.-P. Cuénod,  Lully",,IUHMSP,XXème s.,,,,61,,,,,,,Pincette,,,SO
Soins techniques,05/03/1993,01/07/2014,10/08/2008,Embout en ébonite dans boîte noire gainée de velours violet,,,,,PE82/0/armoire couloir/A,XXème s.,,,,63,,8,,,mclamy,762,Embout  ,Dr François Vulliet,,SO
ORL,05/03/1993,17/07/2014,10/08/2008,Trocart se vissant dans étui guilloché en métal,,,,,PE82/-1/003,XXème s.,,,,64,115,,,,mclamy,770,Trocart ,Dr François Vulliet,,SO
ORL,05/03/1993,17/07/2014,10/08/2008,Bistouri nasal se vissant dans son étui de métal.,,,,,PE82/-1/003,XXème s.,,,,65,,13,,,mclamy,771,Bistouri nasal,Dr François Vulliet,,SO
Chirurgie générale,05/03/1993,10/08/2008,10/08/2008,,,,,,IUHMSP,XXème s.,,,,66,,14,,,,773,Pince à ligatures ,Dr François Vulliet,,SO
Chirurgie générale,05/03/1993,10/08/2008,10/08/2008,Pincette enlever les agrafes,,,,,IUHMSP,XXème s.,,,,67,,15,,,,774,Pince de Reverdin,Dr François Vulliet,,SO
ORL,05/03/1993,28/09/2015,10/08/2008,3 speculum de tailles différentes avec manche à batterie dans boîtier noir gainé de velours violet,,,Dr François Vulliet,15,PE82/-1/003,XXème s.,,Made in England,3,68,,16,,,rfuschetto,799,Otoscopes,,,SO
Soins techniques,05/03/1993,29/07/2013,10/08/2008,"Seringue de verre de 2 ml, marquée “Omnadine” avec  chaînette pour retenir le piston et une aiguille dans étui métal. ",,,Dr François Vulliet,,IUHMSP,XXème s.,,,2,69,45,85,,,rfuschetto,758,Seringue de verre,,,SO
Chirurgie générale,05/03/1993,30/09/2015,10/08/2008,"Petite sonde de métal avec mandrin souple se terminant par une olive, pour le tamponnement nasal ",,,Dr François Vulliet,20,PE82/-1/003,XXème s.,,,,70,,14,,,rfuschetto,743,Sonde de Bellocq,,,SO
Diagnostic,12/02/1992,01/10/2015,16/08/2008,"Appareil pour mesurer la tension ou tonomètre du Professeur Dr Gartner, d’après Riva-Rocci. Il manque les raccords, la balle pompe et l’échelle en carton graduée de 0-24 et 1-25  est déchirée en bas à droite.",,,,6,PE82/-1/003,XXème s.,,"Franz Hugerstoff, Leipzig",37,71,9,,,,rfuschetto,662,Appareil pour  mesurer la tension,"Hôpital cantonal, Lausanne",,SO
Chirurgie générale,04/12/1990,16/08/2008,16/08/2008,2 Elévateurs de racines avec manche en ébonite,,,Dr Eric Rochat St-Légier,,IUHMSP,XXème s.,,,,72,3,15,,,,7120713,Elévateur de racines,,,SO
Chirurgie générale,15/10/1995,28/09/2015,16/08/2008,"Appareil à cautérisation au platine dans étui de noir  gainé de rouge, contenant:- 1 flacon avec bouchon métal marqué “benzinstand”- 1 lampe à alcool avec bouchon métal et mèche coton- 1 manche en ébonite de 16 cm- 1 petit cauère en métal à pointe fine de 13,5 cm",,,"Dr Jeannette Laffite, Genève",11,PE82/-1/003,XXème s.,,"W. Margot 6 Cie, Lausanne",11,73,,21,,,rfuschetto,786,Appareil à cautérisation au platine,,,MV
Chirurgie générale,20/08/1996,28/09/2015,16/08/2008,Valise de cuir brun contenant:- 1 seringue verre-métal de 50 ml avec embout à 3 voies- 3 tuyaux de caoutchouc avec embout- 1 écarteur- 2 spatules avec manche ébonite- 1 curette double- 3 sondes vésicales - 2 scies à plâtre ,,,"Dr Jean Stadler, Lausanne",12,PE82/-1/003,XXème s.,,,65,74,,31,,,rfuschetto,723,Petite valise de cuir marquée Dr J. Roux,,Le Docteur Jacques Roux était le neveu du Prof. César Roux,SO
Diagnostic,28/05/1990,26/03/2012,16/08/2008,"Lot de 4 marteaux à réflexes à manche de métal, extrémité caoutchouc, un manche gradué en cm.",,Orthopédie,,,"IUHMSP, COM-E-1-1",XXème s.,,,,76,6565,2051714,,,MV,6170517,Marteaux à réflexes,Collections privées,,MV
Diagnostic,13/02/1992,26/03/2012,16/08/2008,"Lot de 3 marteaux à réflexes, manches métal et bois, extrémité caoutchouc et bakélite.",,,,,"IUHMSP, COM-E-1-1",XXème s.,,,,77,,201913,,,MV,660,Marteaux à réflexes,Collections privées,,SO
Pharmacologie,07/10/1991,30/09/2015,16/08/2008,Boîte de métal conteannt 12 ampoules-seringues de divers médicaments,,,"Dr Marcel Cevey, Epalinges",20,PE82/-1/003,XXème s.,,Roche,25,78,85,125,,,rfuschetto,689,Boîte de médicaments tubunic,,,Admin
Diagnostic,14/04/1989,16/08/2008,16/08/2008,"Stéthoscope bi-auriculaire avec embout métal cylindrique, manque la membrane,  tuyaux de caoutchouc noir.",,,"Mme Anne Egli-Décombaz, Zurich",,IUHMSP,XXème s.,,,,79,,58,,,,16,Stéthoscope,,,SO
Diagnostic,01/07/1994,14/07/2014,16/08/2008,"Stéthoscope monoaural tourné, démontable, en bois d’aulnes.",,,"Dr Karl-Heinrich Steinitz, Chexbres",,PE82/0/015,XXème s.,,,155,80,,,,,mclamy,-240,Stéthoscope,,,MV
Chirurgie générale,11/05/1990,16/08/2008,16/08/2008,Boîte de métal contenant:-  2 curettes-  2 aiguilles courbées-  1 sonde courbée-  1 sonde cannelée-  3 sondes pour plaies- 1 petite boîte de métal pour aiguilles,,,"Dr Henri Smolik, Veytaux",,IUHMSP,XXème s.,,,25,81,,18,,,,0,Instruments de chirurgie,,,SO
Diagnostic,05/03/1993,23/05/2012,16/08/2008,"Stéthoscope bi-auriculaire , embout cylindrique plat, tuyaux caoutchouc noir, olives en caoutchouc durci.",,,"Dr François Vulliet, Lausanne",,IUHMSP,XXème s.,,Beecham,,82,,63,,,MV,832,Stéthoscope,,,MV
