206,0206.jpg,Bassin de lit,Soins d'hygiène,Santé publique,72,"Bassin de lit pour femme, en émail. Utilisé pour les patientes devant rester couchées sur le dos.",,XXème s.,Bon,Sans mention,Email,Diaconie de Vevey
621,0621.jpg,Urinal en verre,Soins d'hygiène,Santé publique,72,Urinal en verre pour femme alitée.,,XXème s.,Bon,Sans mention,Verre,Diaconie de Vevey
205,0205.jpg,Brocs à lavement,Soins d'hygiène,Santé publique,72,Broc à lavement en émail blanc avec bordure bleue.,,XXème s.,Bon,Sans mention,Email,Hôpital Cantonal Lausanne
174,0174.jpg,Bouillote en métal,Soins d'hygiène,Soins techniques,72,Bouillotte cylindrique en métal.,,XXème s.,Bon,Sans mention,Métal,Diaconie de Vevey
85,0085.jpg,Coussin rond en caoutchouc,Soins d'hygiène,Soins techniques,72,Coussin rond en caoutchouc utilisés chez les malades alités pendant une longue période pour éviter les escarres.,,XXème s.,Bon,Sans mention,Caoutchouc,
564,0564.jpg,Poche à glace,Soins d'hygiène,Soins techniques,72,"Poche à glace circulaire, en caoutchouc avec fermoir métal.",,XXème s.,Bon,Kebal,Caoutchouc et métal,Hôpital Cantonal Lausanne
565,0565.jpg,Poche à glace,Soins d'hygiène,Angiologie,72,Poche à glace allongée pour opérer des amygdales.,,XXème s.,Bon,Sanor,Caoutchouc et métal,Hôpital Cantonal Lausanne
289,0289.jpg,Bassin de lit avec couvercle,Soins d'hygiène,Santé publique,72,"Bassin de lit avec poignée et couvercle, en zinc.",,XXème s.,Bon,Sans mention,Zinc,Collections privées
288,0288.jpg,Urinal en verre,Soins d'hygiène,Soins techniques,72,,,XXème s.,Bon,Sans mention,Verre,
287,0287.jpg,Broc à lavement,Soins d'hygiène,Soins techniques,72,"Broc à lavement en verre dans support en métal cuivré avec anse, gradué de 500 ml à 1L.",,XXème s.,Bon,"Russenberger, Zurich",Verre et métal cuivré,
271,0271.jpg,Masques de protection contre la grippe,Soins d'hygiène,,72,"Masques en coton et gaze hydrophyles , forme ovale avec 2 lacets dans leur emballage original. Prix d’achat indiqué sur l’emballage: Fr. 1.204 masques emballés et 1 déballé",,XXème s.,,"Schweizer Verbandstoff & Wattefabriken AG, Flawil",,
269,0269.jpg,Bassin de lit en porcelaine,Soins d'hygiène,Soins techniques,72,Bassin de lit en porcelaine utilisé chez les femmes devant rester alitées sur le dos.,,XXème s.,Bon,C&Cie,Porcelaine,Hôpital Cantonal Lausanne
166,0166.jpg,Cuvette en émail,Soins d'hygiène,Soins techniques,72,Cuvette en émail blanc bordée de bleu. Fabricant: Sous la cuvette on peut voir un caducet au-dessus duquel est inscrit le chiffre 65. Le diamètre est également inscrit: 16 cm.,,XXème s.,Bon,Sans mention,Email,Diaconie de Vevey
533,0533.jpg,Cuvette en émail,Soins d'hygiène,Soins techniques,72,Cuvette en émail blanc bordée de bleu.,,XXème s.,Bon,Merker,Email,Diaconie de Vevey
170,0170.jpg,Broc à lavement,Soins d'hygiène,Soins techniques,72,"Broc à lavement blanc avec bord noir d’une capacité de 1,5l. ",,XXème s.,Bon,Merker,Email,Hôpital Cantonal Lausanne
264,0264.jpg,Broc à lavement,Soins d'hygiène,Soins techniques,72,"Broc à lavement en verre dans support en métal cuivré avec anse, gradué jusqu’à 1L.",,XXème s.,Bon,"Russenberger, Zurich",Verre et métal cuivré,
203,0203.jpg,Boîte de 12 ventouses pneumatiques sans feu,Soins techniques,Soins techniques,72,"Ventouses en verre avec dispositif métallique et pompe en métal permettant de faire le vide d’air. Une capsule ronde en caoutchouc est placée sous le dispositif métallique. Il existe deux tailles de ventouses différentes, les plus grandes mesurent 6,5 cm de hauteur et  6,5 cm de diamètre et pèsent 80 g tandis que les plus petites mesurent 6 cm de hauteur et 5 cm de diamètre et pèsent 60 g. Les ventouses et la pompe sont disposées dans une boîte en carton. ",,20e s.,Bon à l’exception de la boîte en carton.,Star,"Verre, métal et caoutchouc",Marché aux puces Genève
165,0165.jpg,Bassin réniforme,Soins techniques,Soins techniques,72,"Bassin de forme irrégulière en métal émaillé à bords bleus pour réfection des pansements.L’objet porte le label de la marque. Il est illisible mais on distingue les lettres: M,L,G, Co. ",,XXème s.,Bon,?,Email,Diaconie de Vevey
5334,5334.jpg,Bassin réniforme,Soins techniques,Soins techniques,72,Bassin réniforme pour réfection pansements et usages divers.,,XXème s.,Bon,“Z”,Email,Diaconie de Vevey
537,0537.jpg,Bassin rectangulaire avec bec verseur,Soins techniques,Soins techniques,72,"Bassin rectangulaire, émaillé à bords bleus avec bec verseur pour la réfection des pansements. L’objet porte au dos un caducet avec la lettre S.",,XXème s.,Bon,Sans mention,Email,Hôpital Cantonal Lausanne
527,0527.jpg,Bac à compresses avec couvercle,Soins techniques,Soins techniques,72,"Bac à compresses en tôle émaillée blanche, avec couvercle, pour stocker les compresses.",,20e s.,Bon,Sans mention,Email,Hôpital Cantonal Lausanne
63,0063.jpg,Cylindre,Soins techniques,Soins techniques,72,Cylindre en inox pour pince porte-tampons.,,XXème s.,Bon,Favre & Blanc,Métal,Hôpital Cantonal Lausanne
678,0678.jpg,Lot de sondes en caoutchouc,Soins techniques,Soins techniques,72,Lot de sondes à usages multiples.,,XXème s.,Bon,Sans mention,Caoutchouc,Hôpital Cantonal Lausanne
5030,5030.jpg,"Inhalateur “Prométhée”, type JH 01",Soins techniques,Soins techniques,72,Appareil électrique en métal avec: - 2 accessoires en verre - 2 accessoires en métal- 1 prise électrique - 1 récipient en métal - 1 mode d’emploi pour fonctionnement,,20e s.,Bon,"Prometheus, A.G.",Métal et verre,
524,0524.jpg,Bocal en verre avec couvercle,Soins techniques,,72,Bocal en verre avec couvercle pour stocker le coton.,,20e s.,,Sans mention,Verre,Hôpital Cantonal Lausanne
526,0526.jpg,Bac de verre avec couvercle métal,Soins techniques,,72,Bac pour stocker les compresses,,XXème s.,,,,"Dr G. Fatzer, Lausanne"
0,0000.jpg,Ventouses avec scarificateur,Soins techniques,,72,"Lot de ventouses en verre dans caisse de métal crème3 scarificateurs métal 3,5 x 4,5 cm",,XXème s.,,,,
198,0198.jpg,Inhalateur,Soins techniques,Soins techniques,72,Appareil de métal avec accessoires:- 1 support métal- 1 embout de verre- 2 réservoirs en  plastique- 1 entonnoir- 2 supports en métalL’objet est conservé dans sa boîte d’origine (en carton).,,20e s.,Bon,Sans mention,"Métal, verre et plastique",
581,0581.jpg,Seringue de verre,Soins techniques,,72,Seringue de verre pour l’application de pommade oculaire,,XXème s.,,,,
80,IHM-0080.jpg,Pulvérisateur de Lucas-Championnière,,,72,Pulvérisateur à vapeur et phénol de type Lister,,vers 1880,bon,,,
