1096897736,2014-11-14,Makroskopisch-anatomischer Kurs : Präparieranleitung mit topographisch-klinischen Hinweisen,3437002120; 9783437002120,10
1096115666,2008-06-04,Vom Bau des menschlichen Körpers : Bänder-und Muskellehre,3437212672; 9783437212673,10
1094672324,2001-12-04,Reizbare Maschinen : eine Geschichte des Körpers : 1765-1914,3518291246; 9783518291245,10
RERO-16697663,2015-06-04,Nervensystem.,3540070370; 9783540070375; 0387070370; 9780387070377,10
RERO-16697418,2015-06-04,Die lebendige Masse.,3540074562; 9783540074564; 0387074562; 9780387074566,10
RERO-16707071,2015-06-09,Harn- und Geschlechtsapparat.,3540085688; 9783540085683; 0387085688; 9780387085685,10
RERO-16697482,2015-06-04,Die Gewebe.,3540088075; 9783540088073; 0387088075; 9780387088075,10
RERO-16707139,2015-06-09,Harn- und Geschlechtsapparat.,3540091912; 9783540091912; 0387091912; 9780387091914,10
RERO-16697670,2015-06-04,Nervensystem.,354009430X; 9783540094302; 038709430X; 9780387094304,10
RERO-16707169,2015-06-09,"Blutgefäss- und Lymphgefässapparat, Atmungsapparat und innersekretorische Drüsen.",3540103139; 9783540103134; 0387103139; 9780387103136,10
RERO-17222415,2015-11-30,"Blutgefäss- und Lymphgefässapparat, Atmungsapparat und innersekretorische Drüsen.",3540109781; 9783540109785; 0387109781; 9780387109787,10
RERO-17222441,2015-11-30,Skeletal muscle,3540156089; 9783540156086; 0387156089; 9780387156088,10
RERO-16712618,2015-06-11,Cardiac muscle,3540163794; 9783540163794; 0387163794; 9780387163796,10
RERO-16711491,2015-06-10,The Periodontium,3540166041; 9783540166047; 0387166041; 9780387166049,10
RERO-16714026,2015-06-11,Teeth,3540193316; 9783540193319; 0387193316; 9780387193311,10
1096896822,2014-10-30,Human anatomy : photographic atlas of systematic and regional anatomy,3794515021; 9783794515028,10
VD2216289,2007-04-25,Atlas of human anatomy and surgery = Atlas d'anatomie humaine et de chirurgie = Atlas der menschlichen Anatomie und Chirurgie : traité complet de l'anatomie de l'homme,3822831298; 9783822831298,10
RERO-15652242,2014-05-08,Atlas of human anatomy and surgery = Atlas d'anatomie humaine et de chirurgie = Atlas der menschlichen Anatomie und Chirurgie : traité complet de l'anatomie de l'homme,3822831298; 9783822831298,10
1094723864,2005-08-22,"[Tabulae anatomicae : accedit earundem explicatio cum brevi, de arte obstetrica, institutione, ad illustrandum quem de eadem illa in publicum auctor edidit tractatum, variarumque observationum collectionem] = [Sammlung anatomischer Tafeln nebst einer Erklärung derselben und einem kurzen Begriff der Webammenkunst ...]",3826219309; 9783826219306,10
1099026918,2002-04-17,Anatomia deutsch : ein kurtzer Auszug der Beschreibung aller Glider menschlichs Leybs aus den buchern des Hochgelerten,3826222016; 9783826222016,10
1094082606,1998-10-07,Körperwelten : Einblicke in den menschlichen Körper,3933551005; 9783933551009,10
1094723925,2005-09-09,"La enseñanza de la anatomía en las universidades andaluzas (1800-1850) : edición facsímil del Resumen de anatomía (Sevilla, 1828) de Joaquín Sánchez-Reciente",844720622X; 9788447206223,10
1096131463,2008-06-26,Libro de la anothomia del hombre,8483711249; 9788483711248,10
1096897724,2014-11-14,An introduction to human anatomy,9780192611963; 0192611968,10
1096897537,2014-10-30,Clinical anatomy for medical students,9780316802383; 0316802387,10
1096898793,2015-06-04,Recent advances in anatomy,9780333929360; 0333929365,10
1096897723,2014-11-14,Human anatomy : text and colour atlas,9780397447664; 0397447663,10
1096896835,2014-10-31,The anatomy of aging in man and animals,9780433006602; 0433006609,10
1096897759,2014-11-07,Anatomy and physiology for nurses,9780433121015; 0433121017,10
1096896827,2014-10-30,Normal surface anatomy,9780433183457; 0433183454,10
1096896817,2014-10-28,Concise anatomy,9780443011214; 0443011214,10
1096897647,2014-11-07,Essential medicine,9780443045950; 044304595X,10
1096897539,2014-10-30,"Learning guide : Principles of Anatomy and physiology, ninth edition, Gerald J. Tortora, Sandra Reynolds Grabowski",9780471374671; 0471374679,10
1096897760,2014-11-07,Lecture notes on anatomy,9780632036967; 0632036966,10
1096896860,2014-11-07,Gross anatomy,9780683015645; 0683015648,10
1096898798,2015-06-04,Multiple choice questions in anatomy,9780702009204; 0702009202,10
1096896824,2014-10-30,Aids to anatomy,9780702009600; 0702009601,10
1096897733,2014-11-14,Core anatomy for students,9780702020407; 0702020400; 9780702020414; 0702020419; 9780702020421; 0702020427,10
1096897732,2014-11-14,Core anatomy for students,9780702020407; 0702020400; 9780702020414; 0702020419; 9780702020421; 0702020427,10
1096897731,2014-11-14,Core anatomy for students,9780702020407; 0702020400; 9780702020414; 0702020419; 9780702020421; 0702020427,10
1096899356,2015-09-17,A colour atlas of human anatomy,9780723415336; 0723415331,10
1096896829,2014-10-30,An anatomical wordbook,9780750610230; 0750610239,10
1096897758,2014-11-07,Regional anatomy : multiple choice questions for self-assessment and self-improvement,9780853241348; 0853241341,10
1096113677,2007-07-18,Corps et techniques,9782020917643; 2020917645,10
1096134979,2009-08-27,Le corps aujourd'hui,9782070356782; 2070356787,10
1096115584,2008-03-26,Le corps relégué,9782130564270; 2130564275,10
VD2369782,2008-04-14,Le corps relégué,9782130564270; 2130564275,10
1096131428,2008-07-08,Résumé de ses livres sur la fabrique du corps humain = Andreae Vesalii bruxellensis suorum de humani corporis fabrica librorum epitome,9782251345109; 2251345108,10
1096159649,2011-06-15,Corps et sciences sociales Corps de cinéma [dossier dir. par Laurent Jullier & Bernard Andrieu],9782271071644; 227107164X,10
1096897182,2014-08-18,Corps en formes,9782271077585; 2271077583,10
1096111198,2007-01-15,De l'homme,9782296010338; 2296010334,10
1096135816,2009-11-17,Dénaturaliser le corps : de l'opacité charnelle à l'énigme de la pulsion,9782296099074; 2296099076,10
1097426786,2017-06-21,Le corps des autres,9782370210340; 2370210346,10
1096159836,2011-04-21,Les avatars du corps : une hybridation somatechnique,9782895782698; 2895782695,10
1096115583,2008-03-26,Le corps mangeant,9782916275321; 2916275320,10
1096157956,2010-08-19,Corps au travail,9782916275512; 2916275517,10
RERO-15508520,2014-03-27,The fabric of the human body : an annotated translation of the 1543 and 1555 editions,9783318022469; 3318022462,10
RERO-15508525,2014-03-27,The fabric of the human body : an annotated translation of the 1543 and 1555 editions,9783318022469; 3318022462,10
1096898454,2015-03-12,Normativität des Körpers,9783495484609; 3495484604,10
1096898090,2015-02-11,What can a body do? : Praktiken und Figurationen des Körpers in den Kulturwissenschaften,9783593396415; 3593396416,10
1096113352,2007-10-08,El cuerpo humano y su ermergencia : ciencia y tradiciones,9788433845238; 8433845233,10
1096622329,2012-07-12,100 cases for students of medicine,0443044880; 9780443044885,30
1096898811,2015-06-05,Understanding human histology,86593004,100
1096623151,2012-09-03,Cytophysiology of the adrenal cortex,0123644984; 9780123644985,100
1096897370,2014-11-17,Dimensions in health research : search for the medicines of tomorrow,012744260X; 9780127442600,100
1096897631,2014-11-19,Carleton's histological technique,0192612050; 9780192612052,100
1096897717,2014-11-17,Life : the unfinished experiment,0285648047; 9780285648043; 0285648055; 9780285648050,100
1094721933,2006-06-20,Discovering cell mechanisms : the creation of modern cell biology,052181247X; 9780521812474,100
1096897713,2014-11-18,Histology,0683034340; 9780683034349,100
1096897369,2014-11-17,A textbook of histology,0721617565; 9780721617565,100
1096897715,2014-11-17,Histology,0721630898; 9780721630892,100
1096898950,2015-06-11,Histology,0721657044; 9780721657042,100
1096897364,2014-11-17,"Twin research : proceedings of the Third International Congress on Twin Studies, June 16-20, 1980, Jerusalem",0845101587; 9780845101582,100
1096623166,2012-08-29,Vasopressin : cellular and integrative functions,088167446X; 9780881674460,100
1097425315,2017-03-15,Human microscopic anatomy : an atlas for students of medicine and biology,3540536663; 9783540536666; 0387536663; 9780387536668; 4431536663; 9784431536666,100
1096897367,2014-11-17,Histology,9780070243712; 0070243719,100
1096897716,2014-11-17,Practical illustrated histology,9780333256350; 0333256352,100
1096897368,2014-11-17,Color atlas of histology,9780683034325; 0683034324,100
1096897361,2014-11-17,"Histologie, Zytologie und Mikroanatomie des Menschen",9783133715065; 3133715062,100
1096157920,2010-06-23,Körperteile - Körper teilen ?,9783826042560; 3826042565,100
1096897682,2014-11-20,An introduction to embryology,0030577128; 9780030577123; 4833700298; 9784833700290,10b
1096897690,2014-11-20,Atlas of human embryos,0061408700; 9780061408700,10b
1096897681,2014-11-20,Conception in the human female,0122324501; 9780122324505,10b
1096899035,2015-06-12,Clinical embryology,0123278406; 9780123278401,10b
1096899032,2015-06-12,Human reproductive biology,0123897750; 9780123897756,10b
1096897704,2014-11-19,Patterns of sexuality and reproduction,0192890816; 9780192890818,10b
1096897701,2014-11-19,Basic human embryology,0272754382; 9780272754382,10b
1096897610,2014-11-21,Clinical embryology for medical students,031680202; 9780031680204; 0031680208,10b
1096897603,2014-11-21,Human embryology,0443087245; 9780443087240,10b
1096897694,2014-11-20,"Birth defects : proceedings of the fourth international conference, Vienna, Austria, 2-8 September, 1973",0444150722; 9780444150721; 9021902117; 9789021902111,10b
1096897678,2014-11-20,Female reproductive system : dynamics of scan and transmission electron microscopy,0471257303; 9780471257301,10b
1096897697,2014-11-20,Reproduction in mammals,0521083737; 9780521083737; 0521096820; 9780521096829,10b
1096897696,2014-11-20,Germ cells and fertilization,0521246288; 9780521246286; 0521288614; 9780521288613,10b
1096897695,2014-11-20,Embryonic and fetal development,0521247861; 9780521247863; 0521289629; 9780521289627,10b
1096898949,2015-06-11,Essential reproduction,0632035250; 9780632035250,10b
1096897607,2014-11-21,Medical embryology,0683048589; 9780683048582,10b
1096897606,2014-11-21,Langman's medical embryology,0683074903; 9780683074901,10b
1096897605,2014-11-21,Langman's medical embryology,0683074938; 9780683074932,10b
1096899034,2015-06-12,Foetal autonomy : a Ciba Foundation Symposium [held 3rd-5th December 1968],0700014187; 9780700014187,10b
1096897688,2014-11-20,Human embryology,0702017604; 9780702017605,10b
1096897689,2014-11-20,An introduction to embryology,072161518X; 9780721615189,10b
1096899033,2015-06-12,A color atlas of human embryology : a slide presentation,072169876X; 9780721698762,10b
1096899359,2015-09-17,Developmental processes in higher vertebrates,0870242040; 9780870242045,10b
1096897673,2014-11-24,Developmental stages in human embryos : Including a survey of the Carnegie Collection.,0872796426; 9780872796423,10b
1096897693,2014-11-20,Developmental stages in human embryos : including a revision of Streeter's Horizons and a survey of the Carnegie collection,0872796663; 9780872796669,10b
1094083014,1999-02-04,L'oeuf transparent,2080811576; 9782080811578,10b
1094706286,2004-06-30,Les textes embryologiques,2503521800; 9782503521800,10b
1094670528,2001-05-29,Schriften zur Embryologie und Teratologie,3796514294; 9783796514296,10b
1096898991,2015-06-19,Experimental embryology and teratology.,9780236177066; 0236177060,10b
1096898343,2015-05-20,Development processes in higher vertebrates,9780236177110; 0236177117; 9780236177318; 0236177311,10b
1096897687,2014-11-20,Human reproduction and developmental biology,9780333234235; 0333234235; 9780333234242; 0333234243,10b
1096897680,2014-11-20,Handbook of human embryology,9780443009570; 0443009570,10b
1096897702,2014-11-19,Human embryology and genetics,9780632077304; 0632077301,10b
1097425835,2016-06-16,Embryos under the microscope : the diverging meanings of life,9780674725553; 0674725557,10b
1096897679,2014-11-20,High-yield embryology,9780683027143; 068302714X,10b
1096897683,2014-11-20,Embryology,9780702004889; 070200488X,10b
1096897604,2014-11-21,Study guide and review manual of human embryology,9780721673783; 0721673783,10b
1096897692,2014-11-20,Embryos and ethics : the Warnock report in debate,9780946068210; 0946068216; 9780946068227; 0946068224,10b
1096897691,2014-11-20,Development and aging of the vertebrate visual system,9783805582285; 3805582285,10b
1094724306,2005-11-10,100 mots pour ne pas aller de mal en psy : [choisissez votre itinéraire thérapeutique],284671083X; 9782846710831,540a
1094721302,2006-07-19,100 mots pour commencer à penser les sciences,2846710546; 9782846710541,A
1092461430,1997-03-03,100 ans de photographie chez les Vaudois : 1839-1939,2601000368; 9782601000368,Bb
1094724240,2005-11-10,100 mots pour comprendre les médicaments : comment on vous soigne,2846710929; 9782846710923,D16
1094683943,2003-10-20,100 Jahre Rudolf Nissen,3796510329; 9783796510328,DHNIS
1094073515,1997-09-11,100 Jahre Schweizerischer Hebammenverband : 1894-1994 : Festschrift zum 100-Jahr-Jubiläum : mit Beiträgen zum aktuellen Stand der Geburtshilfe = 100 ans de l'Association suisse des sages-femmes : 1894-1994 : hommage à l'occasion du centenaire : avec des contributions à l'état actuel de l'obstétrique,3952065900; 9783952065907,DZ
1093073076,1997-03-03,100 Jahre Medizinische Universitäts-Poliklinik Basel : 1875 - 1975,3805522800; 9783805522809,DZ3
