ID,Image,Title,Category,Domain,Matching,Description,Documentation,Date,Condition,Creator,Materials,Origin
c.018,c.018.JPG,Kératodermie plantaire,"Dermatologie, vénéréologie",Dermatologie,3016,cire dermatologique (moulage) sur planche en bois peint noir. signature j baretta. 1 étiquette (titre)verso: 313/183 ; 3 ; 59 ; kératodermie plantaire. listes et metal.,,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.040,c.040.JPG,Pityriasis rubra pilaire,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage)  sur planche de bois peinte en noir. 2 étiquettes (CDUL + titre) signature J Barettaverso: listes et crochet; 6, pityriasis rubra pilaire; lichen scro (?)",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00691,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.062,c.062.JPG,Xéroderma pigmentosum,"Dermatologie, vénéréologie",Dermatologie,3016,cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (CDUL + titre; signature J Barettaverso: xéroderma pigmentosum; 10; 1464; 24,http://www2.biusante.parisdescartes.fr/img/?refphot=STLCGE01464&mod=s,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.059,c.059.JPG,Ulcération arsénicale,"Dermatologie, vénéréologie",Dermatologie,3016,cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (CDUL et titre). Signature J Bareetta.Verso: ulcération arsenicale; 379/211 ; 13,http://www2.biusante.parisdescartes.fr/img/?refphot=STLCGE00379&mod=s,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.010,c.010.JPG,Epithéliome sébacé,"Dermatologie, vénéréologie",Dermatologie,3016,cire dermatologique (moulage) sur planche de bois peinte en noir. signature de J Baretta. 1 étiquette (titre)verso: 545; 56Le titre sur le papier du bas est faux. Il s’agit en réalité d’un Epithéliome baso-cellulaire. L’original a été réalisé en 1878.,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00545,entre 1891-1925,assez bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.047,c.047.JPG,Sporotrichose cutanée,"Dermatologie, vénéréologie",Dermatologie,3016,"cire dermatologique sur bois peint en noir. 2 étiquettes (titre + cdul). signature J Barettaverso: sporotrichose cutanée, obs. Bull ste fran de dermatologie 1907, 2533; 63",http://www2.biusante.parisdescartes.fr/img/?refphot=STLCGE02533&mod=s,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.057,c.057.JPG,Tuberculose cutanée. Varices lymphatiques,"Dermatologie, vénéréologie",Dermatologie,3016,cire dermatologique (moulage) sur bois peint en noir. 1 étiquette (titre). 2 restes d’étiquettes avec numéros. signature J Baretta A Parisverso: gyo (?) 1; 35; 565,http://www2.biusante.parisdescartes.fr/img/?refphot=STLCGE00955&mod=s,entre 1891-1925,moyen,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.049,c.049.JPG,Syphilides psoriasiformes,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. étiquette N° 203, nom de l’affection, signature Graf, et inscription II.24 (probablement la date: février 1924). en bas à droite, peinture blanche recouvrant certainement un nom de patient (?). Au verso: N° 32.",,1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.008,c.008.JPG,Epithélioma développé sur lupus,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir, entourée d’un tissu repeint. Etiquette “Clinique dermatologique universitaire, Lausanne”. Annotation Epithélioma développé sur lups, Juillet .24, Graf. Au verso, N° 74. Semble avoir été restauré (peinture blanche)",,1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.039,c.039.JPG,"Pityriasis rosé de Gibert, mai 1924","Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur plaque de bois peinte en noir. A été restaurée (peinture noire et peinture blanche sur le tissu). Le nom du patient a certainement été recouvert. étiquette “clinique dermatologique universitaire”. Date et signature. Au verso, N°45",,1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.045,c.045.JPG,Sarcomatose multiple Kaposi,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. Signé Graf et daté Août 24. Numéros manuscrits au verso (196 et 65 (ou 66).",,août 1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, métal.",
c.037,c.037.JPG,Pemphigus aigu bénin,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. Signé Graf et daté mars 1925. Le nom de la patiente a malheureusement été recouvert de peinture. Je devine “Mlle Bez*** “(peut-être Bezuchet?).Porte une étiquette Clinique dermatologique universitaire Lausanne.Au dos: N° 169 et N°26",,mars 1925,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.028,c.028.JPG,Lupus Pernio,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. Signé MD et daté de 1927. Petite étiquette de papier “192”, inscription 64 au verso.",,1927,mauvais,MD,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.027,c.027.JPG,Lupus Pernio,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. Signé MD et daté de 1927. Petite étiquette de papier “194”, inscription 29 au verso.",,1927,moyen,MD,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.053,c.053.JPG,Toxicodermie. Eruption bromique,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. Etiquette “clinique dermatologique universitaire, Lausanne”, et titre de l’affection.Verso: chiffre 1361 (correspond au moulage de l’inventaire de l’Hôpital Saint Louis du même N°)",http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE01360_01361,entre 1891-1925,moyen,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.058,c.058.JPG,Tuberculose verruqueuse framboésiforme d’origine hématogène,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (CDUL et titre).Au verso: N° 216 et 23,,,assez bon,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.020,c.020.JPG,Lentigo malin,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre et Clinique dermatologique universitaire Lausanne.Verso: Inscription “Lentigo malin”, 22, 41",,,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.005,c.005.JPG,Dermatite herpétiforme,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (CDUL et titre).Au verso: diverses inscriptions (1760; 17),http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01760,1894 - 1925,,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.032,c.032.JPG,Lymphangite nodulaire chronique post-traumatique,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. Etiquettes: clinique dermatologique universitaire Lausanne, Lymphangite nodulaire chronique post-traumatique, 59.Verso: 60.",,1924,,,"Cire, bois, textile, papier, metal.","Clinique universitaire de Dermatologie, Lausanne"
c.031,c.031.JPG,Lymphangiome et hémangiome kystique,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. Etiquette clinique dermatologique universitaire, Lausanne, N°48 A, Lymphangiome et hémangiome kystique.Verso: Paulette Gatabin, 1935, lymphangiome et hémangiome kystique",,1935,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.044,c.044.JPG,Sarcoïdes dermiques Boeck chez luétique lat.,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir.  Etiquette: Sarcoïdes dermiques, Boeck chez luétique lat.Verso: Mademoiselle Jaccard, 1934, sacroïdes dermiques, (Boeck chez luétique latente)Cire jaune, peu de relief",,1934,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.011,c.011.JPG,Epithélioma spino-cellulaire,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre et CDUL)Verso: Epithélioma spino-cellulaire; Isabelle Bornoz; 1933N° 115 C,,1933,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.012,c.012.JPG,Epithélioma  spino-cellulaire sur base de kératomes symétriques multiples,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (cdul et titre)Verso: titre, N° 75; 21",,,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.024,c.024.JPG,"Lichen plan, poussées aiguës","Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre et CDUL)verso: Titre, Baretta, N°174; 38",http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE01066,entre 1891-1925,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.009,c.009.JPG,Epithélioma plan cicatriciel pigmenté,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (CDUL et titre)Verso: Baso: Epithélioma plan cicatriciel pigmenté. Mme A. Savio. 10 novembre 19387391 c,,1938,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.017,c.017.JPG,Maladie de Fox et Fordyce,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre et CDUL)Verso: N°40,,,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.056,c.056.JPG,Tuberculose colliquative ulcérée d’origine hématogène.,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre+CDUL)Verso: papier collé avec titre + initiale G au crayon (pourrait être l’initiale de Geneviève de Meuron, qui aurait réalisé le moulage?)22196",,,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.050,c.050.JPG,syphilides II palmaires verruqueuses,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre + cdul)verso: Monsieur Simonin, 1933 Syphilides II palmaires verruqueuses20post-it “keep, interesting”",,1933,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.004,c.004.JPG,Adéno-carcinome du sein sur base traumatique chez un homme de 59 ans,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. 3 étiquettes (CDU, Lausanne, titre)Verso: N° 24post it: keep interesting",,,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.055,c.055.JPG,Tuberculide à lésions purpuriques et pigmentées,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 3 étiquettes (CDUL + Mademoiselle xxxxxxx 4 mars 1939.  Tuberculide à lésions purpuriques et pigmentées + 53 BVerso: N°61,,1939,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.021,c.021.JPG,Lèpre tuberculeuse,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir.verso: 881 / 132lèpre tuberculeuse,http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE00881,entre 1891-1925,,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.060,c.060.JPG,Urticaire pigmentaire,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. Etiquette titre.Verso: N° 58,,,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.019,c.019.JPG,Lentigo malin,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. Etiquette titreVerso:  Melle Bourquin 1932 Lentigo malin42,,1932,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.007,c.007.JPG,Epithélioma baso-cellulaire térébrant,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (CDUL et titre)Verso: Epithélioma baso-cell. térébrantMr Périer 1934N°26A 31,,1934,cassé,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.014,c.014.JPG,Farcinose cutantée. Farcinose mutilante: jeune palfrenier de 25 ans,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (1571; Farcinose cutantée. Farcinose mutilante: jeune palfrenier de 25 ans)Signature: J Baretta Gd PrixVerso: 9 9 Morve 1513 2,http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE01571_01513,entre 1891-1925,cassé (nez),Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.043,c.043.JPG,Rouget du porc,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. N° 2018, inscription “Rouget du porc. xxxxxxxx, Ollon, 1922Verso: Dulex Robert. 24 a. Voir N° 564Registre N° 20",,1922,,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.029,c.029.JPG,Lupus tuberculeux,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. Signé Graf et daté juin 26. Etiquette 191, lettre G. Le nom du patient a été recouvert.Verso : N° 67",,1926,cassé.,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.013,c.013.JPG,Erythème polymorphe,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (44 A ; Erythème polymorphe cas xxxxxxxxxx A)verso: 71,,,mauvais,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.051,c.051.JPG,Syphilis papuleuse tuberculoïde,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre + CDUL),,,mauvais - abîmée,,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.063,c.063.JPG,[sans titre],"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. Verso: 57,,,,,"Cire, bois, textile, papier, métal.",
c.026,c.026.JPG,Lupus Erythémateux,"Dermatologie, vénéréologie",Dermatologie,3016,Cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre; N° 1163). signature J Baretta ParisVerso: Lupus; H; 1163; 65,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01163,entre 1891-1925,cassé,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.023,c.023.JPG,Lichen plan,"Dermatologie, vénéréologie",Dermatologie,3016,"Cire dermatologique (moulage) sur bois peint en noir. Etiquette du titre abimée, Lichen plan ; lichen hypertrophique corné. Etiquette N° 1578Signature J Baretta Verso: 22",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01578,entre 1891-1925,,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
c.002,c.002.JPG,Acné sébacée concrète,,,3016,"Cire dermatologique (moulage). 2 étiquettes (nom et clinique dermatologique universitaire, Lausanne). Signature de Jules Baretta. Verso: décoloration clous. “acné sébacée concrète. 2” “J Baretta” 879. 48",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00879,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.","Clinique universitaire de Dermatologie, Lausanne"
