ID,Image,Title,Category,Domain,Description,Documentation,Date,Date Start,Date End,Date Mod,Condition,Creator,Materials,Origin,Lat,Lng
565,0565.jpg,Poche à glace,Soins d'hygiène,Angiologie,Poche à glace allongée pour opérer des amygdales.,,XXème s.,1900,1999,XXème s.,Bon ,Sanor,Caoutchouc et métal,Hôpital Cantonal Lausanne,46.5256057,6.6426073
63,0063.jpg,Cylindre,Soins techniques,Soins techniques,Cylindre en inox pour pince porte-tampons.,,XXème s.,1900,1999,XXème s.,Bon ,Favre & Blanc,Métal ,Hôpital Cantonal Lausanne,46.5256057,6.6426073
150,0150.jpg,Tire-lait “Aspirateur de Tourtier”,Obstétrique,Pédiatrie,Appareil de verre avec pièces métalliques pour aspiration du lait chez les mères qui allaitent.,,XXème s.,1900,1999,XXème s.,Bon,"Tourtier, Paris ","Verre, caoutchouc, métal",Hôpital Cantonal Lausanne,46.5256057,6.6426073
678,0678.jpg,Lot de sondes en caoutchouc,Soins techniques,Soins techniques,Lot de sondes à usages multiples.,,XXème s.,1900,1999,XXème s.,Bon,Sans mention ,Caoutchouc,Hôpital Cantonal Lausanne,46.5256057,6.6426073
5030,5030.jpg,"Inhalateur “Prométhée”, type JH 01",Soins techniques,Soins techniques,Appareil électrique en métal avec: - 2 accessoires en verre - 2 accessoires en métal- 1 prise électrique - 1 récipient en métal - 1 mode d’emploi pour fonctionnement ,,20e s.,1900,1999,20e s.,Bon,"Prometheus, A.G.",Métal et verre,,,
618,IHM-0618.jpg,Stimulateur cardiaque Thera SR - Pacemaker,Chirurgie cardiaque,,Stimulateur cardiaque implantable simple chambre à fréquence asservie  (SSIR) Thera SR Medtronic.,,XXème s.,1900,1999,XXème s.,,Medtronic,,,,
524,0524.jpg,Bocal en verre avec couvercle,Soins techniques,,Bocal en verre avec couvercle pour stocker le coton.,,20e s.,1900,1999,20e s.,,Sans mention ,Verre,Hôpital Cantonal Lausanne,46.5256057,6.6426073
526,0526.jpg,Bac de verre avec couvercle métal,Soins techniques,,Bac pour stocker les compresses,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, Lausanne",46.5196535,6.6322734
717,0717.jpg,Marteau,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
720,0720.jpg,Scie à amputation,"Orthopédie, traumatologie",,Scie en métal ,,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
719,0719.jpg,Scie à amputation,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,"M. Schaerer, Berne",,Hôpital Cantonal Lausanne,46.5256057,6.6426073
718,0718.jpg,Trépan,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
390,0390.jpg,Trépan ,Chirurgie générale,,,,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
686,0686.jpg,Villebrequin,"Orthopédie, traumatologie",,Villebrequin à mèche carrée.,,XXème s.,1900,1999,XXème s.,,,,,,
0,0000.jpg,Ventouses avec scarificateur,Soins techniques,,"Lot de ventouses en verre dans caisse de métal crème3 scarificateurs métal 3,5 x 4,5 cm",,XXème s.,1900,1999,XXème s.,,,,,,
605,0605.jpg,Trousse de trépanation du Dr A. Jentzer,Neurochirurgie,Neurologie,Boite de métal contenant divers instruments de neurochirurgie.  cf bordereau d’achat.,,XXème s.,1900,1999,XXème s.,Bon ,"H. Courvoisier, Genève",Métal,,,
106,0106.jpg,Salpingographe ou hystérographe,Gynécologie,,"Boîte de bois contenant:- 1 pièce principale  avec crémaillères porte-pince réglable- 1 raccord- 1 manomètre à cadran lumineux- 1 seringue Record de 10 cc- 3 cônes interchangeables en métal, de grosseurs différentes    pour l’examen de l’utérus et des trompes.",,XXème s.,1900,1999,XXème s.,,,,,,
588,IHM-0588.jpg,Lot d’instruments,Obstétrique,,"Lot d’une trentaine d’instruments variés: -12  sondes en métal de différentes tailles -  1 sonde en verre -  3 sondes boutonnées-  2 seringues -  3 speculumsayant servis aux avortements clandestins.Ce matériel a été récupéré par l’Institut de médecine légale, vraisemblablement dans les années 1930-1960.",,XXème s.,1900,1999,XXème s.,,,,Institut médecine légale,48.8445694,2.3684899
584,IHM-0584.jpg,Prothèses de hanche,,,4 prothèses totales de hanche avec tige et cupule pour coxarthrose,,XXème s.,1900,1999,XXème s.,,,,"Hôpital cantonal, Genève",46.193597,6.1490199
198,0198.jpg,Inhalateur,Soins techniques,Soins techniques,Appareil de métal avec accessoires:- 1 support métal- 1 embout de verre- 2 réservoirs en  plastique- 1 entonnoir- 2 supports en métalL’objet est conservé dans sa boîte d’origine (en carton). ,,20e s.,1900,1999,20e s.,Bon,Sans mention ,"Métal, verre et plastique",,,
6407,6407.jpg,Douche vaginale,Soins d'hygiène,,Poire en caoutchouc rouge munie d’un embout noir en bakélite pour douche vaginale ou irrigation,,XXème s.,1900,1999,XXème s.,,,,,,
801,0801.jpg,Etuve ,Antisepsie - Asepsie,,Petite armoire électrique de métal jaune munie d’un thermomètre et de deux boutons lumineux rouge et vert servant à maintenir les échantillons de sang à la température corporelle,,XXème s.,1900,1999,XXème s.,,,,,,
279,0279.jpg,Siccator,Gynécologie,,Pièce de verre en forme de boule  avec embout de verre et poire de caoutchouc pour l’application vaginale de substances dessicatives dans le but de sécher les muqueuses.Dans boîte en carton.,,XXème s.,1900,1999,XXème s.,,"Dr Max Nassauer, Munich",,,,
581,0581.jpg,Seringue de verre,Soins techniques,,Seringue de verre pour l’application de pommade oculaire,,XXème s.,1900,1999,XXème s.,,,,,,
716,0716.jpg,Trousse à pansements,Soins techniques,Médecine d'urgence,Trousse de coton incomplète contenant:- 1 petite boîte de sparadrap- 2 cartouches dede compresses au vioforme- 1 bande de gaze hydrophile- 1 paire de ciseaux- 1 pincette - 1 petit paquet de taffetas anglais- 6 épingles de nourrice- - ,,XXème s.,1900,1999,XXème s.,Bon,Sans mention ,Coton,,,
715,0715.jpg,Trousse de coton,Soins techniques,Médecine d'urgence,"Trousse de coton beige à deux poches internes contenant divers matériel pour bandages: compresses, bandes, ouate.  ",,XXème s.,1900,1999,XXème s.,Bon,Sans mention ,Coton,,,
683,0683.jpg,Pompe à insuline,Soins techniques,,"Cartouche plastique avec cylindre contenant l’insuline, pile moteur, pile électronique, dans fourre plastique noir. ",,XXème s.,1900,1999,XXème s.,,Disetronic,,"Chuv, Lausanne",46.5256057,6.6426073
685,0685.jpg,Seringue en verre ,Soins techniques,,"Seringue de 100 ml à cylindre de verre avec embout métal, dans caissette de bois marquée Cezerac & Soux, Marseille.",,XXème s.,1900,1999,XXème s.,,"Sentiler, Paris",,,,
785,0785.jpg,Sondes vésicales en étain de Runge,Soins techniques,,3 sondes vésicales en étain. ,,XXème s.,1900,1999,XXème s.,bom. métal vieilli,,,,,
749,0749.jpg,Ecarteurs,Chirurgie générale,,"2 écarteurs:Longueur c rochet 4,5 & 5,5 cm",,XXème s.,1900,1999,XXème s.,,,,,,
760,0760.jpg,Trocart,Chirurgie générale,,2 trocarts dont l’un avec obturateur,,XXème s.,1900,1999,XXème s.,,,,,,
750,0750.jpg,Canules de trachéotomie,ORL,,4 canules en argent de diverses tailles pour enfant et adulte,,XXème s.,1900,1999,XXème s.,,,,,,
759,0759.jpg,Scalpels,Chirurgie générale,,"Boîte de métal contenant un manche, 6 lames droites, 2 lames incurvées. ",,XXème s.,1900,1999,XXème s.,"moyen, les lames sont oxydées.",,,,,
763,0763.jpg,Rasoir manche bakélite,Chirurgie générale,,Rasoir dans étui de carton noir,,XXème s.,1900,1999,XXème s.,,,,,,
712,0712.jpg,Vibromasseur,Electrothérapie,,"Vibromasseur électrique avec sangles, d’après le Dr Lenneberg dans caissette rouge gainée de tissu bleu. ",,XXème s.,1900,1999,XXème s.,,Sollux-Kleinstrahler  Original Hanau,,,,
762,0762.jpg,Embout  ,Soins techniques,,Embout en ébonite dans boîte noire gainée de velours violet,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
770,0770.jpg,Trocart ,ORL,,Trocart se vissant dans étui guilloché en métal,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
771,0771.jpg,Bistouri nasal,ORL,,Bistouri nasal se vissant dans son étui de métal.,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
773,0773.jpg,Pince à ligatures ,Chirurgie générale,,,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
774,0774.jpg,Pince de Reverdin,Chirurgie générale,,Pincette enlever les agrafes,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
799,0799.jpg,Otoscopes,ORL,,3 speculum de tailles différentes avec manche à batterie dans boîtier noir gainé de velours violet,,XXème s.,1900,1999,XXème s.,,Made in England,,,,
758,0758.jpg,Seringue de verre,Soins techniques,,"Seringue de verre de 2 ml, marquée “Omnadine” avec  chaînette pour retenir le piston et une aiguille dans étui métal. ",,XXème s.,1900,1999,XXème s.,,,,,,
743,0743.jpg,Sonde de Bellocq,Chirurgie générale,,"Petite sonde de métal avec mandrin souple se terminant par une olive, pour le tamponnement nasal ",,XXème s.,1900,1999,XXème s.,,,,,,
662,0662.jpg,Appareil pour  mesurer la tension,Diagnostic,,"Appareil pour mesurer la tension ou tonomètre du Professeur Dr Gartner, d’après Riva-Rocci. Il manque les raccords, la balle pompe et l’échelle en carton graduée de 0-24 et 1-25  est déchirée en bas à droite.",,XXème s.,1900,1999,XXème s.,,"Franz Hugerstoff, Leipzig",,"Hôpital cantonal, Lausanne",46.5256057,6.6426073
7120,7120.jpg,Elévateur de racines,Chirurgie générale,,2 Elévateurs de racines avec manche en ébonite,,XXème s.,1900,1999,XXème s.,,,,,,
786,0786.jpg,Appareil à cautérisation au platine,Chirurgie générale,,"Appareil à cautérisation au platine dans étui de noir  gainé de rouge, contenant:- 1 flacon avec bouchon métal marqué “benzinstand”- 1 lampe à alcool avec bouchon métal et mèche coton- 1 manche en ébonite de 16 cm- 1 petit cauère en métal à pointe fine de 13,5 cm",,XXème s.,1900,1999,XXème s.,,"W. Margot 6 Cie, Lausanne",,,,
723,0723.jpg,Petite valise de cuir marquée Dr J. Roux,Chirurgie générale,,Valise de cuir brun contenant:- 1 seringue verre-métal de 50 ml avec embout à 3 voies- 3 tuyaux de caoutchouc avec embout- 1 écarteur- 2 spatules avec manche ébonite- 1 curette double- 3 sondes vésicales - 2 scies à plâtre ,,XXème s.,1900,1999,XXème s.,,,,,,
6170,6170.jpg,Marteaux à réflexes,Diagnostic,Orthopédie,"Lot de 4 marteaux à réflexes à manche de métal, extrémité caoutchouc, un manche gradué en cm.",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
660,0660.jpg,Marteaux à réflexes,Diagnostic,,"Lot de 3 marteaux à réflexes, manches métal et bois, extrémité caoutchouc et bakélite.",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
689,0689.jpg,Boîte de médicaments tubunic,Pharmacologie,,Boîte de métal conteannt 12 ampoules-seringues de divers médicaments,,XXème s.,1900,1999,XXème s.,,Roche,,,,
16,0016.jpg,Stéthoscope,Diagnostic,,"Stéthoscope bi-auriculaire avec embout métal cylindrique, manque la membrane,  tuyaux de caoutchouc noir.",,XXème s.,1900,1999,XXème s.,,,,,,
240,IHM-0240.jpg,Stéthoscope,Diagnostic,,"Stéthoscope monoaural tourné, démontable, en bois d’aulnes.",,XXème s.,1900,1999,XXème s.,,,,,,
0,0000.jpg,Instruments de chirurgie,Chirurgie générale,,Boîte de métal contenant:-  2 curettes-  2 aiguilles courbées-  1 sonde courbée-  1 sonde cannelée-  3 sondes pour plaies- 1 petite boîte de métal pour aiguilles,,XXème s.,1900,1999,XXème s.,,,,,,
832,0832.jpg,Stéthoscope,Diagnostic,,"Stéthoscope bi-auriculaire , embout cylindrique plat, tuyaux caoutchouc noir, olives en caoutchouc durci.",,XXème s.,1900,1999,XXème s.,,Beecham,,,,
624,0624.jpg,Stéthoscope,Diagnostic,,"Stéthoscope bi-auriculaire à embout cylindrique, tuyaux de caoutchouc rouge et olives en caoutchouc noir durci dans étui de cuir brun.",,XXème s.,1900,1999,XXème s.,,Mignon,,,,
803,0803.jpg,Oscillomètre sphygmométrique du Prof. Pachon,Diagnostic,,"Appareil de mesure de la pression artérielle avec manchette en coton bleu, pompe et tuyaux de caoutchouc rouge dans boîte noire gainée de feutrine rouge.Caissette: Longueur 25 cm - Largeur 18 cm Hauteur 10 cm.Cet appareil a été utilisé par Mme Emilia Mourraille, infirmière-chef de l’Hôpital militaire de Bordeaux durant la guerre de 1914-1918, mère de Mme Laffite.",,Première moitié du XXème s.,1900,1949,Première moitié du 20e s.,,Boulitte Paris,,,,
734,0734.jpg,Oscillotonometer du Dr von  Recklinghausen,Diagnostic,,"Appareil de mesure de la tension artérielle dans caissette de bois noire gainée de tissu bleu L 27 - L 17 - H 7 cm.Manchette de coton noir plastifié à fixation velcro, poire de caoutchouc verteCaissette en bois abîmée aux angles, fermoirs rouillés. Ne ferme plus.",,Première moitié du XXème s.,1900,1949,Première moitié du 20e s.,,“Scala Alternans”  Altera D.R.P.,,,,
670,0670.jpg,Oscillotonometer d’après Recklinghausen,Diagnostic,,"Oscillotonometer ou sphygmomanomètre  d’après Dr Hans von Recklinghausen. Appareil pour la mesure de la tension artérielle dans sa caissette de bakélite noire.Manchette plastique, fixation velcro, poire de caoutchouc rouge Boîte de chez Schaerer, Genève",,Première moitié du XXème s.,1900,1949,Première moitié du 20e s.,,“Scala Alternans”  Altera D.R.P.,,"Collections privées, Genève",46.2043907,6.1431577
1520,1520.jpg,Stéthoscope,Diagnostic,,Stéthoscope avec embouts amovibles de forme cônique et cylindrique.,,XXème s.,1900,1999,XXème s.,,"Spengler, Paris",,,,
216,0216.jpg,Tensiomètre électronique,Diagnostic,,"Tensiomètre Electronique Comet, Radio-Contrôlé, synonyme de sphygmomanomètre. Appareil servant à mesurer la tension superficielle en cardiologie.",,XXème s.,1900,1999,XXème s.,,"Breveté S.G.D.G. , Lyon  ",,Hôpital Cantonal Lausanne,46.5256057,6.6426073
649,0649.jpg,Microscope ,Laboratoire,,"Microscope monoculaire en laiton verni, pied en fer à cheval laqué noir,3 oculaires,  3 objectifs, 1 loupe,  dans caissette en bois d’acajou. Ce microscope a été utilisé par le Prof. Verdan pendant ses études de médecine (années 1930). ",,Fin XIXème - début XXème s.,1875,1924,Fin XIXème - début XXème s.,,"E. Leitz, Wetzlar",,,,
738,0738.jpg,Appareil à transfusion,Soins techniques,,"Cylindre en ambre du Dr H . Lampert, 1930 pour la transfusion indirecte de sang pur, marqué Echt Bernstein D.R.P.Accessoires:  2 embouts, 1 poire de caoutchouc rouge, 1 tuyau de caoutchouc rouge,1 bâton de bois pour l’homogénéisation du sang, 1 aiguille.Dans un carton noir de 36,5 x 19,5 x 5 cm.",,XXème s.,1900,1999,XXème s.,,"Etablissements Bürkle de la Camp, Munich",,Hôpital Cantonal Lausanne,46.5256057,6.6426073
626,0626.jpg,Trousse médicale militaire (sacoche de médecin),Soins techniques,,"Trousse de cuir brun poortant l’inscription: ASM 16753Elle contient:10 instruments + 1 thermomètre dans une trousse de coton crème1 pincette anatomique1 paire de ciseaux1 boîte de métal avec emplâtre adhésif1 flacon de bakélite noire avec embout, contenant du mercurochrome1 cylindre de bakélite noire contenant du coton hydrophyle2 cartouches à pansement1 bande élastique12 boîte de compresse de gaze au vioform 1 boîte d’épingles de sûreté1 cylindre de métal contenant 1 seringue de 2 ml et un choix d’aiguilles8 petits compartiments à médicaments sont vides",,XXème s.,1900,1999,XXème s.,,"R. Peter, Bern ",,,,
229,0229.jpg,Chambre de comptage,Laboratoire,,Appareil à compter les globules sanguins d’après le Dr Nageotte composé:- d0une gellule - d’une pipette avec tuyau de caoutchouc noir et embout dans boîte carmin gainée de velours violet.,,XXème s.,1900,1999,XXème s.,,"E. Leitz , Wetzlar",,"Institut de physiologie,Lausanne",46.5210895,6.5801606
675,0675.jpg,Hémomètre ,Laboratoire,,Hémomètre avec accessoires dans boîte carmin gainée de velours violet.,,XXème s.,1900,1999,XXème s.,,Résistance,,,,
233,0233.jpg,Hémocytomètre d’après Metz,Laboratoire,,Appareil à compter les globules sanguins :- chambre à nombrer combinée avec 2 pipettes et 2 embouts.dans boîte carmin gainée de velours violet.,,XXème s.,1900,1999,XXème s.,,"E. Leitz, Wetzlar ",,,,
864,0864.jpg,Chromoscope néphrométrique,Laboratoire,,"A compléter, dictionnaire scientifique médical pas trouvé",,XXème s.,1900,1999,XXème s.,,"E. Spengler, Paris",,,,
0,0000.jpg,Bocal de verre avec couvercle métal,Laboratoire,,Bocal de verre avec couvercle métal marqué: Chirurgie Femmes Dcontenant des petits tubes de plastique de 1 ml marqués Malgène pour prélèvements sanguins. ,,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
625,0625.jpg,Matériel de laboratoire,Laboratoire,,ajouter détails matériel dans boîte noire gainée de rouge marqué MF ,,XXème s.,1900,1999,XXème s.,,,,,,
82,0082.jpg,Tubes de verre ,Laboratoire,,"16 tubes de verre de différents diamètres pour l’application de neige carbonique, dans boîte de bois clair: 21 x 15 x 4,5 cm.",,XXème s.,1900,1999,XXème s.,,Hausmann A.G. St-Gall,,"Collections privées, Veytaux/Montreux",46.4209076,6.9280614
87,0087.jpg,Tonomètre ,Diagnostic,,"Tonomètres d’après le Dr von Recklinghausen, cadran gradué en cm Wasser = g/qcm de 0 - 400, dans étui de cuir brun.Incomplet: manque tuyau et pompe.",,XXème s.,1900,1999,XXème s.,,"J.A. Bosch, Strassburg",,"Collections privées, Veytaux/Montreux",46.4209076,6.9280614
593,0593.jpg,Colorimètre pour la glycémie,Laboratoire,,"Colorimètre à glycémie dans caissette de bois de 17 x 10,5 x 10 cm",,XXème s.,1900,1999,XXème s.,,Zeiss Ikon,,,,
42,0042.jpg,Centrifugeuse électrique,Laboratoire,,Centrifuge électrique en aluminium avec support  pour 2 éprouvettes,,XXème s.,1900,1999,XXème s.,,,,,,
600,0600.jpg,Centrifugeuse manuelle,Laboratoire,,"Centrifugeuse manuelle en fonte, face postérieure et côtés peints en rouge, support pour 2 éprouvettes en métal, marquée Wagner & Munz, München.",,XXème s.,1900,1999,XXème s.,,"J . Tobler, /Wagner & Munz Munich",,,,
589,0589.jpg,Spectro-Hémomètre,,,"Appareil électrique pour le dosage de l’hémoglobine dans boîte bleue gainée de plastique crème, marquée Hellige",,XXème s.,1900,1999,XXème s.,,"Fritz Hellige & Co, Fribourg en  Breisgau",,Hôpital d’Aigle,46.3118106,6.9644197
91,0091.jpg,Thermomètres,Diagnostic,,Lot de 5 thermomètres de différentes tailles et époques. Le plus ancien dans un étui noir gainé de velours violet est marqué “O.Richter”  St-Petersburg.,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, Musée des écoles, Yverdon",46.7725682,6.6587267
587,IHM-0587.jpg,Urinomètres,Laboratoire,,"2 urinomètres du Dr Ultzmann, gradués de 1.010 à 1.060, température 15° Celsius. ",,XXème s.,1900,1999,XXème s.,,Hausmann,,"Collections privées, Zurich",47.3768866,8.541694
0,0000.jpg,Abaisse-langues,Diagnostic,,"Lot de 13 abaisse-langues6 en métal de 15 cm 2 en métal de 18 cm1 en corne de 12 cm3 en plexiglas de 19 cm, manche de couleur1 en plastique de 14,5 cm ",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, ",,
2220,2220.jpg,Bec de Bunsen avec cône,Laboratoire,,2 Brûleurs à gaz utilisés en laboratoire.,,XXème s.,1900,1999,XXème s.,,,,"Institut de physiologie, Lausanne",46.5210895,6.5801606
679,0679.jpg,Sphygmomanomètre Sahli,Laboratoire,,"Sphymomanomètre d’après le Prof. Dr. Sahli- 1tube en forme de U avec embout contenant du Hg,  - 1thermomètre- 1 pipette- 1 tube fermé par un bouchon contenant du Hgdans boîtier noir gainé de tissu violet.",,XXème s.,1900,1999,XXème s.,,"E. F. Büchi & Söhne, Bern",,,,
